Title,Year,citations,Scientific Entity Disambigious
Universal and Language-specific Dependency Relations for Analysing {R}omanian,2015,2,"static relations, language-specific dependency relations, romanian"
Emotion and Inner State Adverbials in {R}ussian,2015,0,"sad, adverbials, russian"
Towards a multi-layered dependency annotation of {F}innish,2015,1,"dependency-based annotation, finnish"
A {B}ayesian Model for Generative Transition-based Dependency Parsing,2015,8,"bayesian model, dependency-based automatic enumeration"
On the relation between verb full valency and synonymy,2015,2,"verb valence, synonymy"
Classifying Syntactic Categories in the {C}hinese Dependency Network,2015,1,"syntactic space, chinese dependency network"
Using Parallel Texts and Lexicons for Verbal Word Sense Disambiguation,2015,10,"parallel text, lexicons, word sense ambiguation"
Quantifying Word Order Freedom in Dependency Corpora,2015,37,"word order rules, dependency corpora"
Non-constituent coordination and other coordinative constructions as Dependency Graphs,2015,13,"non-constituent coordination, coordinative constructions, dependency graphs"
The Dependency Status of Function Words: Auxiliaries,2015,6,"dependency chain, functionwords, auxiliaries"
Diachronic Trends in Word Order Freedom and Dependency Length in Dependency-Annotated Corpora of {L}atin and {A}ncient {G}reek,2015,20,"diachronic change, word order rules, dependency chain, dependency annotated corpora, latin, ancient latin"
Reconstructions of Deletions in a Dependency-based Description of {C}zech: Selected Issues,2015,5,"signages, deletion, dependency-based, czech, selected issues"
Non-projectivity and processing constraints: Insights from {H}indi,2015,4,"non-projectivity, voting constraints, urdu"
From mutual dependency to multiple dimensions: remarks on the {DG} analysis of {``}functional heads{''} in {H}ungarian,2015,1,"dependency chain, multiplicity, dg analysis, function head, hungary"
Mean Hierarchical Distance Augmenting Mean Dependency Distance,2015,8,mean dependency distance
Towards Cross-language Application of Dependency Grammar,2015,0,"cross-language application, dependency grammar"
Dependency-based analyses for function words {--} Introducing the polygraphic approach,2015,6,"feature-based theories, functionwords, geometric view"
At the Lexicon-Grammar Interface: The Case of Complex Predicates in the Functional Generative Description,2015,7,"lexicon-tree search, predicates, generative description"
Enhancing {F}ree{L}ing Rule-Based Dependency Grammars with Subcategorization Frames,2015,0,"rule-based grammars, subcategorization frames"
Towards Universal Web Parsebanks,2015,9,universal web parsebanks
Evaluation of Two-level Dependency Representations of Argument Structure in Long-Distance Dependencies,2015,3,"2-planar dependency structures, proof content, long-distance dependency"
The Subjectival Surface-Syntactic Relation in {S}erbian,2015,0,"surface-syntactic ud treebank, serbian"
A Historical Overview of the Status of Function Words in Dependency Grammar,2015,7,"historical overview, rank, functionwords, dependency grammar"
"Diagnostics for Constituents: Dependency, Constituency, and the Status of Function Words",2015,6,"diagnostics, nut, limit, constituency, choice of content words"
A {DG} Account of the Descriptive and Resultative de-Constructions in {C}hinese,2015,1,"dg account, descriptive de-constructions, resultative de-constructions, pinyin"
A Survey of Ellipsis in {C}hinese,2015,3,"ellipsis, pinyin"
Multi-source Cross-lingual Delexicalized Parser Transfer: {P}rague or {S}tanford?,2015,11,"multi-source, bi-lingual, delexicalized parsing, prague, nyu"
Secondary Connectives in the {P}rague Dependency Treebank,2015,15,"french connectives, prague dependency treebank"
{P}ars{P}er: A Dependency Parser for {P}ersian,2015,3,"enpar, dependency parser, persian"
Does {U}niversal {D}ependencies need a parsing representation? An investigation of {E}nglish,2015,12,"dependencies, parsing tree, 1, latin"
Catena Operations for Unified Dependency Analysis,2015,5,"alpage, dependency analysis"
Zero Alignment of Verb Arguments in a Parallel Treebank,2015,3,"zero labels, verb phrases, parallel treebank"
Cross-Lingual Dependency Parsing with {U}niversal {D}ependencies and Predicted {P}o{S} Labels,2015,42,"cross-lingual parser, dependencies, predicted pos labels"
Exploring Confidence-based Self-training for Multilingual Dependency Parsing in an Under-Resourced Language Scenario,2015,3,"generative self-training, multilingual dependency parsing, under-resourced language"
Proceedings of the 20th Nordic Conference of Computational Linguistics ({NODALIDA} 2015),2015,0,"9th nordic conference of computational linguistics, nodalida 2015"
Invited Talk: How Much Information Does a Human Translator Add to the Original?,2015,2,"human text, multimedia, zoom"
Invited Talk: Modeling Socio-Emotional Humanoid Agent,2015,0,"test, emotionality, robot"
Invited Talk: Embedding Probabilistic Logic for Machine Reading,2015,0,"invited talk, probabilistic logic, machine text"
Defining the Eukalyptus forest {--} the Koala treebank of {S}wedish,2015,6,"eukalyptus forest, koala treebank, danish"
A case study on supervised classification of {S}wedish pseudo-coordination,2015,1,"case study, supervised analysis, swedish pseudo-coordination"
Supersense tagging for {D}anish,2015,29,"supersense tagging, danish"
{CG}-3 {---} Beyond Classical Constraint Grammar,2015,45,"d2s, constraint grammar"
Automatic Lemmatisation of {L}ithuanian {MWE}s,2015,2,"lemmatising, multiword lexemes"
Linguistically Motivated Question Classification,2015,5,"linguistically motivated solution, classification"
Resolving Spatial References using Crowdsourced Geographical Data,2015,3,"spatial references, crowdsourced geographical data"
Combining Relational and Distributional Knowledge for Word Sense Disambiguation,2015,9,"relational knowledge, distributional memory, word sense ambiguation"
Talebob - an Interactive Speech Trainer for {D}anish,2015,2,"sakhr, interactive word linking, danish"
The Effect of Author Set Size in Authorship Attribution for {L}ithuanian,2015,8,"author set size, authorship attribution, greek"
Looking hard: Eye tracking for detecting grammaticality of automatically compressed sentences,2015,11,"blinkers, grammaticality, user generated text"
Towards the Classification of the {F}innish {I}nternet Parsebank: Detecting Translations and Informality,2015,1,"classification, finnish internet parsebank, translate, modernity"
Improving cross-domain dependency parsing with dependency-derived clusters,2015,0,"lstm-based dependency parsing, dependency-derived clusters"
An Optimal Quadratic Approach to Monolingual Paraphrase Alignment,2015,3,"optimal quadratic approach, monolingual paraphrase alignment"
Sentence Compression For Automatic Subtitling,2015,3,"input sentence, subtitling process"
Topic Models: Accounting Component Structure of Bigrams,2015,3,"topic model, accounting corpus, gowvis"
Improving Verb Phrase Extraction from Historical Text by use of Verb Valency Frames,2015,3,"verb inference rules, thai text, verb valency frames"
{U}niversal {D}ependencies for {F}innish,2015,40,"dependencies, finnish"
Automatic word stress annotation of {R}ussian unrestricted text,2015,5,"tense annotation, russian unrestricted text"
Self Organizing Maps for the Visual Analysis of Pitch Contours,2015,10,"self organisation, visual modeling, pitch contours"
Improving the Cross-Lingual Projection of Syntactic Dependencies,2015,22,"cross-lingual senses, syntactic arguments"
Assessing the Performance of Automatic Speech Recognition Systems When Used by Native and Non-Native Speakers of Three Major Languages in Dictation Workflows,2015,10,"automatic speech recognition system, native words, non-native readers, two languages, workflows"
Inferring the location of authors from words in their texts,2015,8,"location, authors, gems, texts"
Automatic conversion of colloquial Finnishto standard {F}innish,2015,1,"automatic conversion, colloquial text, standard finnish"
Automatic Thematic Classification of the Titles of the Seimas Votes,2015,3,"seimas votes, automatic verb classification"
Sentiment analysis on conversational texts,2015,12,"link analysis, conversational text"
Adapting word2vec to Named Entity Recognition,2015,0,"gov2vec, recognizing entity"
Active learning for sense annotation,2015,4,"active learning, sense annotation"
Uncovering Noun-Noun Compound Relations by Gamification,2015,13,"noun-noun compounds, gamification"
A multivariate model for classifying texts{'} readability,2015,3,"multivariate model, classifying texts, readability"
Enriching the {S}wedish {S}ign {L}anguage Corpus with Part of Speech Tags Using Joint {B}ayesian Word Alignment and Annotation Transfer,2015,9,"czech sign language corpus, part of speech tags, joint bayesian word alignment, annotation noise"
Using Positional Suffix Trees to Perform Agile Tree Kernel Calculation,2015,0,"suffixes, agile law execution"
Helping {S}wedish words come to their senses: word-sense disambiguation based on sense associations from the {SALDO} lexicon,2015,1,"swedish bert, word-sense-disambiguation, sense bias, mt lexicon"
Using sub-word n-gram models for dealing with {OOV} in large vocabulary speech recognition for {L}atvian,2015,3,"n-gram model, oov (out-of-vocabulary), large vocabulary recognition, greek"
Analysing Inconsistencies and Errors in {P}o{S} Tagging in two {I}celandic Gold Standards,2015,3,"inconsistency, errors, pos tagging, two icelandic gold standards"
From digital library to n-grams: {NB} N-gram,2015,5,"digital library, n-grams, nb n-gram"
The Corpus of {A}merican {N}orwegian Speech ({CANS}),2015,27,"corpus of american norwegian speech, nut"
Open-Domain Semantic Parsing with Boxer,2015,42,"open text semantic parsing, bank"
Extracting Semantic Frames using hfst-pmatch,2015,10,"semantic units, pdtb-3"
discoursegraphs: A graph-based merging tool and converter for multilayer annotated corpora,2015,5,"discourse new, graph-based framework, converter, multiply annotated corpora"
{O}morfi {---} Free and open source morphological lexical database for {F}innish,2015,27,"omorfi, lexical database, finnish"
A Tool for Automatic Simplification of {S}wedish Texts,2015,12,"coil, manual simplifications, danish texts"
Proceedings of the 11th International Conference on Computational Semantics,2015,0,"5th international conference, computing semantics"
Leveraging a Semantically Annotated Corpus to Disambiguate Prepositional Phrase Attachment,2015,2,"semantically annotated, prepositional constructs, disambiguate"
Prepositional Phrase Attachment Problem Revisited: how Verbnet can Help,2015,6,"prepositional constructs, verbnet"
From Adjective Glosses to Attribute Concepts: Learning Different Aspects That an Adjective Can Describe,2015,11,"adjectives, attributes, adjective"
