Title,Year,citations,Scientific Entity Disambigious,FICE Score
Call Centre Conversation Summarization: A Pilot Task at Multiling 2015,2015.0,11,"focused meeting summarization, map task, reprolang 2020",0.7291843747624744
{A}ll{S}ummarizer system at {M}ulti{L}ing 2015: Multilingual single and multi-document summarization,2015.0,9,"dmtrans plus, reprolang 2020, consensual multi-document summarization",0.004068434570941822
Comment-to-Article Linking in the Online News Domain,2015.0,11,"lie, article pairs, online news domain",0.6449507231972094
"The {U}niversity of {A}licante at {M}ulti{L}ing 2015: approach, results and further insights",2015.0,7,"university of alicante, reprolang 2020",0.13062692926170172
{E}x{B} Text Summarizer,2015.0,8,exb text summarizer,0.0
"{M}ulti{L}ing 2015: Multilingual Summarization of Single and Multi-Documents, On-line Fora, and Call-center Conversations",2015.0,52,"reprolang 2020, multilingual summaries, micro-texts, on-line fora, call-centre conversations",0.13062692926170172
Stochastic Language Generation in Dialogue using Recurrent Neural Networks with Convolutional Sentence Reranking,2015.0,149,"stochastic text generation, dialogue, recurrent neural filters, convolutional sentence kernel",0.42102797704510675
The {U}buntu Dialogue Corpus: A Large Dataset for Research in Unstructured Multi-Turn Dialogue Systems,2015.0,573,"ubuntu chat, large dataset, health, open-ended dialogue systems",0.4368000244976027
Recurrent Polynomial Network for Dialogue State Tracking with Mismatched Semantic Parsers,2015.0,9,"singular value decomposition, dialogue state tracking, one-shot semantic parser",0.0
Opportunities and Obligations to Take Turns in Collaborative Multi-Party Human-Robot Interaction,2015.0,18,"risks, lies, turn, human-robot multi-modal interaction",0.17130398114245773
Optimising Turn-Taking Strategies With Reinforcement Learning,2015.0,20,"turn-taking games, reinforcement learning",5.7165576529238926e-05
"Acoustic-prosodic entrainment in {S}lovak, {S}panish, {E}nglish and {C}hinese: A cross-linguistic comparison",2015.0,18,"acoustic-prosodic entrainment, czech, spanish, latin, pinyin, cross-linguistic comparison",0.2521746618981398
A statistical approach for Non-Sentential Utterance Resolution for Interactive {QA} System,2015.0,15,"statistical method, non-sentential utterances, practical qa system",0.00012748035718775221
The Interplay of User-Centered Dialog Systems and {AI} Planning,2015.0,13,"user-centered dialog systems, meta ai",0.07249753099927803
Automatic Detection of Miscommunication in Spoken Dialogue Systems,2015.0,21,"automatic system, miscommunication, spoken dialogue systems",0.13906638716315467
Dialogue Management based on Multi-domain Corpus,2015.0,3,"dialogue models, multi-domain corpus",0.4577972643184762
Quality-adaptive Spoken Dialogue Initiative Selection And Implications On Reward Modelling,2015.0,20,"speech-enabled dialogue, accessor, reward modeling",0.04138486594642998
Metaphor Detection in Discourse,2015.0,15,"scan, synth, prose",0.5908994057000525
User Adaptive Restoration for Incorrectly-Segmented Utterances in Spoken Dialogue Systems,2015.0,4,"adaptive fusion, task-relevant utterances, spoken dialogue systems",0.0
Incremental Coordination: Attention-Centric Speech Production in a Physically Situated Conversational Agent,2015.0,25,"incremental neural, morph-based speech recognition, conversational agent",0.10015218800666317
Hyper-parameter Optimisation of {G}aussian Process Reinforcement Learning for Statistical Dialogue Management,2015.0,10,"parameter optimisation, gaussian process preference learning, dialogue act modeling",0.013095346722572399
Learning Domain-Independent Dialogue Policies via Ontology Parameterisation,2015.0,27,"multi-domain dialogue, ontology model, copying",5.59996493620929e-13
Reward Shaping with Recurrent Neural Networks for Speeding up On-Line Policy Learning in Spoken Dialogue Systems,2015.0,34,"learning tone, recurrent neural filters, on-line policy learning, spoken dialogue systems",0.6057546031675523
Effects of Game on User Engagement with Spoken Dialogue System,2015.0,7,"gap, user trust, spoken dialogue system",0.7979545984530588
Evaluation of Crowdsourced User Input Data for Spoken Dialog Systems,2015.0,4,"crowdsourced user input data, dialog system",0.14182406815186244
A distributed cloud-based dialog system for conversational application development,2015.0,8,"dialog-based platform, conversational ai systems",0.0
A {TV} Program Discovery Dialog System using recommendations,2015.0,3,"askmsr question-answering system, recommendations",0.5268293771956828
Description of the {P}atient{G}enesys Dialogue System,2015.0,5,patientgenesys dialogue system,0.0
The Cohort and Speechify Libraries for Rapid Construction of Speech Enabled Applications for Android,2015.0,4,"cohort libraries, wordnets, speech-enabled applications, coil",0.40437132789871055
Proceedings of {B}io{NLP} 15,2015.0,0,bionlp,9.432780357587767e-06
Complex Event Extraction using {DRUM},2015.0,14,"global event extraction, drum",0.10465133714084074
Making the most of limited training data using distant supervision,2015.0,5,"limited training data, farness",0.0400417708900338
An extended dependency graph for relation extraction in biomedical texts,2015.0,23,"extended search graph, relation learning, biomedical text",0.16530553891651412
Event Extraction in pieces:Tackling the partial event identification problem on unseen corpora,2015.0,1,"event threads, log anomaly detection, ud corpora",0.6392660630866036
Extracting Biological Pathway Models From {NLP} Event Representations,2015.0,3,"biological events, nlp terms",0.745232188961306
Shallow Training is cheap but is it good enough? Experiments with Medical Fact Coding,2015.0,0,"shallow domain, bertology, views",0.690173852587586
Stacked Generalization for Medical Concept Extraction from Clinical Notes,2015.0,15,"generalization gap, based medicine categories, medical notes",0.0005806241788002264
Extracting Disease-Symptom Relationships by Learning Syntactic Patterns from Dependency Graphs,2015.0,5,"disease-symptom relationships, syntactic patterns, dependency graphs",0.3610899748935523
Extracting Time Expressions from Clinical Text,2015.0,9,"time depth, clinical text",0.27445396955669277
Exploiting Task-Oriented Resources to Learn Word Embeddings for Clinical Abbreviation Expansion,2015.0,47,"citation-based tasks, word embeddings, clinical abbreviation",0.8235771087917115
Semantic Type Classification of Common Words in Biomedical Noun Phrases,2015.0,1,"semantic type, classification, laugher, biomedical verbs",0.34792011697000924
{C}o{MAGD}: Annotation of Gene-Depression Relations,2015.0,0,"fst, annotation, gene-depression relations",0.4250596746470462
Lexical Characteristics Analysis of {C}hinese Clinical Documents,2015.0,2,"lexical markers, german patient records, test",0.37298365479326645
Using word embedding for bio-event extraction,2015.0,27,"word embedding, bio-event extraction",0.004250979597331228
Measuring the readability of medical research journal abstracts,2015.0,8,"readability, medicine, journal abstracts",0.5993467335063961
Translating Electronic Health Record Notes from {E}nglish to {S}panish: A Preliminary Study,2015.0,7,"electronic health record notes, latin, spanish, initial study",0.4216389909002054
Automatic Detection of Answers to Research Questions from {M}edline Abstracts,2015.0,6,"automatic system, gems, gmo debates, medline abstracts",0.34885537463465577
A preliminary study on automatic identification of patient smoking status in unstructured electronic health records,2015.0,10,"initial study, manual identification, patient history, unstructured electronic health records",0.35661315430278173
Restoring the intended structure of {H}ungarian ophthalmology documents,2015.0,1,"forms, hungarian ophthalmology documents",0.4814554980927368
Evaluating distributed word representations for capturing semantics of biomedical concepts,2015.0,77,"distributed word models, logic, biomedical ir",0.625722557281001
Investigating Public Health Surveillance using {T}witter,2015.0,27,"public health surveillance, twitter",0.5847341894891692
Clinical Abbreviation Disambiguation Using Neural Word Embeddings,2015.0,59,"clinical abbreviation, disambiguate, neural word embeddings",0.21883348701518124
Representing Clinical Diagnostic Criteria in Quality Data Model Using Natural Language Processing,2015.0,1,"diagnostic study, evaluation dataset, natural language processing",0.3335197836709926
Proceedings of the 14th Meeting on the Mathematics of Language ({M}o{L} 2015),2015.0,0,"14th meeting on the mathematics of language, mol 2015",0.2143200831742922
A Refined Notion of Memory Usage for Minimalist Parsing,2015.0,7,"memory usage, minimalist syntax",0.6732801318962396
Abstract Categorial Parsing as Linear Logic Programming,2015.0,0,"categorial parsing, constraint programming",1.831279572428457e-11
Topology of Language Classes,2015.0,1,"logic, word class",0.372602551817643
"Individuation Criteria, Dot-types and Copredication: A View from Modern Type Theories",2015.0,14,"individuation, dot-types, copredication, modern type theory",0.0
Lexical Semantics and Model Theory: Together at Last?,2015.0,6,"lexical syntax, model theory",0.8410438191275991
A {F}robenius Model of Information Structure in Categorical Compositional Distributional Semantics,2015.0,8,"frobenius model, link structure, compositional distributed semantics",0.34198902983908097
A Synopsis of Morphoid Type Theory,2015.0,0,morphoid type theory,0.0
General Perspective on Distributionally Learnable Classes,2015.0,2,"design space, learnable logical rules",0.4707538196723382
Canonical Context-Free Grammars and Strong Learning: Two Approaches,2015.0,1,"context-free grammars, deep context, two approaches",0.5005465972527796
Output Strictly Local Functions,2015.0,35,shortest rationales,0.0
How to Choose Successful Losers in Error-Driven Phonotactic Learning,2015.0,0,"successful losers, phonotactic learning",4.728439861878542e-13
A Concatenation Operation to Derive Autosegmental Graphs,2015.0,18,"concatenation, autosegmental graphs",0.2998198338825071
Syntactic Polygraphs. A Formalism Extending Both Constituency and Dependency,2015.0,17,"syntactic polygraphs, formalism, constituency, limit",0.4043509667384
Proceedings of the workshop on Semantic resources and semantic annotation for Natural Language Processing and the Digital Humanities at {NODALIDA} 2015,2015.0,0,"workshop on semantic resources, semantic annotation, natural language processing, digital humanities, nodalida 2015",0.5016122382728171
Here be dragons? The perils and promises of inter-resource lexical-semantic mapping,2015.0,2,"wolf, perils, arms, heterogeneous syntactic knowledge",0.19995221151082862
"Polysemy, underspecification, and aspects {--} Questions of lumping or splitting in the construction of {S}wedish {F}rame{N}et",2015.0,0,"polysemy, underspecifying, views, french framenet, repair work, pooling, scan",0.26691125923886055
Determining the most frequent senses using {R}ussian linguistic ontology {R}u{T}hes,2015.0,11,"senses, boemie ontology",4.424238753131249e-13
Extraction of lethal events from {W}ikipedia and a semantic repository,2015.0,1,"crisis event, wikipedia, semantic tool",0.3324734612500976
Coarse-grained sense annotation of {D}anish across textual domains,2015.0,4,"coarse-grained sense annotation, danish, textual kb",0.49647888304262333
Proceedings of the fourth workshop on {NLP} for computer-assisted language learning,2015.0,0,"sixth workshop, natural language processing-2, computer-aided language teaching",0.7026828254686182
Misspellings in Responses to Listening Comprehension Questions: Prospects for Scoring based on Phonetic Normalization,2015.0,0,"misspelling, aid, machine comprehension corpus, score, phonetic normalization",0.5360680530752762
Taking the {D}anish Speech Trainer from {CALL} to {ICALL},2015.0,1,"blend skills, ask, outil",0.1572399421785264
Using Shallow Syntactic Features to Measure Influences of {L}1 and Proficiency Level in {EFL} Writings,2015.0,2,"syntactic features, lies, l1, category levels, efl writings",0.6519714258609179
Semi-automated typical error annotation for learner {E}nglish essays: integrating frameworks,2015.0,5,"semi-automated named entity annotation, learner essays, frameworks",0.0005038002595724178
Short Answer Grading: When Sorting Helps and When it Doesn{'}t,2015.0,10,"short answer grading, api",0.5210088378958497
Oahpa! {\~O}pi! Opiq! Developing free online programs for learning {E}stonian and {V}{\~o}ro,2015.0,4,"oahpa!, opi!, online text, copying, greek, v\~oro",0.32678368723437
"Transactions of the Association for Computational Linguistics, Volume 3",2015.0,0,"transactions of the association for computational linguistics, part 2",0.020992349301861002
Reasoning about Quantities in Natural Language,2015.0,62,"logic, quantity, natural language",0.1370379482712143
Cross-Document Co-Reference Resolution using Sample-Based Clustering with Knowledge Enrichment,2015.0,31,"co-reference resolution, em-based clustering, diverse knowledge",0.420108334693567
Efficient Inference and Structured Learning for Semantic Role Labeling,2015.0,75,"learners, micro learning, semantic role label",0.18768526939564287
{S}prite: Generalizing Topic Models with Structured Priors,2015.0,19,"muser, topic model, smoothed priors",1.6943557668014364e-11
A Sense-Topic Model for Word Sense Induction with Unsupervised Data Enrichment,2015.0,35,"sense-topic model, word sense labels, unsupervised mitigating",0.16901795668472455
Which Step Do {I} Take First? Troubleshooting with {B}ayesian Models,2015.0,0,"age, troubleshooting, bayesian model",0.2717114008612066
Gappy Pattern Matching on {GPU}s for On-Demand Extraction of Hierarchical Translation Grammars,2015.0,5,"gappy patterns, gpu, on-demand extraction, typed grammars",0.10484476683437238
A {B}ayesian Model of Grounded Color Semantics,2015.0,43,"bayesian model, word binding force",0.5832671607924723
Exploiting Parallel News Streams for Unsupervised Event Extraction,2015.0,24,"news stream, unsupervised mitigating",0.44631188967835667
Unsupervised Declarative Knowledge Induction for Constraint-Based Learning of Information Structure in Scientific Documents,2015.0,5,"unsupervised simplification, syntax-driven learning, link structure, scientific topics",0.004746551399403609
Entity Disambiguation with Web Links,2015.0,71,"disambiguation task, web pages",0.32266529154251344
An Unsupervised Method for Uncovering Morphological Chains,2015.0,49,"unsupervised data, morphological cues",0.6322879302160973
Modelling and Optimizing on Syntactic N-Grams for Statistical Machine Translation,2015.0,23,"abstract, optimize, syntactic, statistic machine translation",0.41301523427505643
From Visual Attributes to Adjectives through Decompositional Distributional Semantics,2015.0,14,"user attributes, adjectives, compositional distributed semantics",0.7044761214062658
Higher-order Lexical Semantic Models for Non-factoid Answer Reranking,2015.0,40,"lexical mapping theory, factoid answer pinpointing",0.15740888933129937
Improving Distributional Similarity with Lessons Learned from Word Embeddings,2015.0,1007,"distributional similarity, word embeddings",0.12812961879778806
Learning Composition Models for Phrase Embeddings,2015.0,62,"structured model, phrase embedding, copying",0.09421664734305457
Combining Minimally-supervised Methods for {A}rabic Named Entity Recognition,2015.0,8,"semi-supervised method, arabic named entity",0.11052881333388953
Learning a Compositional Semantics for {F}reebase with an Open Predicate Vocabulary,2015.0,29,"copying, compositional semantics, freebase, type system for arguments",0.2841791453513317
Domain Adaptation for Syntactic and Semantic Dependency Parsing Using Deep Belief Networks,2015.0,11,"domain adaptive, syntactic dependency parsing, phrase dependency parsing, deep belief network",0.2721065768414508
Problems in Current Text Simplification Research: New Data Can Help,2015.0,175,"problems, text simplification task, new data",0.00012512145838853873
Improving Topic Models with Latent Feature Word Representations,2015.0,212,"topic model, latent word representations",0.34940404357127175
Design Challenges for Entity Linking,2015.0,148,"node linking, design challenges",0.6762239267008652
One Vector is Not Enough: Entity-Augmented Distributed Semantics for Discourse Relations,2015.0,92,"vector, higher-level semantics, discourse theory",0.08752188649748999
From Paraphrase Database to Compositional Paraphrase Model and Back,2015.0,222,"paraphrase systems, paraphrase retrieval task",0.6243711627979989
A Graph-based Lattice Dependency Parser for Joint Morphological Segmentation and Syntactic Analysis,2015.0,29,"pos-based model, dependency parser, morphological clustering, syntactic analysis",0.5134647017495412
Deriving {B}oolean structures from distributional vectors,2015.0,38,"boolean semantics, distributional vectors",0.8709536826001743
Unsupervised Lexicon Discovery from Acoustic Input,2015.0,68,"unsupervised lexicon, noise db",0.5921537980015312
Latent Structures for Coreference Resolution,2015.0,60,"latent domain, coreference resolution",0.11103142513872366
Unsupervised Identification of Translationese,2015.0,29,"unsupervised dop, translationese",0.5379476169202221
Modeling Word Forms Using Latent Underlying Morphs and Phonology,2015.0,35,"phrasets, latent attributes, phonology",7.277623173984615e-06
Context-aware Frame-Semantic Role Labeling,2015.0,32,"geo-aware, semantic proto-role labeling",0.4195326930878839
Learning Structural Kernels for Natural Language Processing,2015.0,14,"semantic kernels, natural language processing",0.07725146396284921
Semantic Proto-Roles,2015.0,56,semantic role,0.4256287252696497
Approximation-Aware Dependency Parsing by Belief Propagation,2015.0,21,"approximation, dependency parsing, belief revision",0.2636560682886879
{P}lato: A Selective Context Model for Entity Resolution,2015.0,53,"plato, situated context model, name entity",0.1022277951842876
A Hierarchical Distance-dependent {B}ayesian Model for Event Coreference Resolution,2015.0,34,"bayesian statistical model, coreference resolution",1.58751956025327e-09
Large-Scale Information Extraction from Textual Definitions through Deep Syntactic and Semantic Analysis,2015.0,47,"large-scale data mining, textual kb, syntactic analysis, semantic memory",0.2342032475386181
Imitation Learning of Agenda-based Semantic Parsers,2015.0,68,"imitation learning, semantic parsing datasets",0.039575953689657606
Parsing to Noncrossing Dependency Graphs,2015.0,31,"parsing, noncrossing dependency graphs",0.22282212561143344
Semantic Parsing of Ambiguous Input through Paraphrasing and Verification,2015.0,7,"semantic parsing, ambiguous input, paraphrasing, audit",0.4790523636895187
Parsing Algebraic Word Problems into Equations,2015.0,83,"algebraic word problems, problems",0.0717459895152136
Proceedings of {ACL}-{IJCNLP} 2015 System Demonstrations,2015.0,0,ijcnlp 2011 system demonstrations,0.2049147224310891
A System Demonstration of a Framework for Computer Assisted Pronunciation Training,2015.0,4,"system demo, aims, computer assisted coding",0.4931795660653483
{IMI} {---} A Multilingual Semantic Annotation Environment,2015.0,5,"opi, multilingual anonymisation toolkit",0.19070835252487106
In-tool Learning for Selective Manual Annotation in Large Corpora,2015.0,1,"in-tool learning, dense annotation, big corpora",0.47755468926915745
{K}e{LP}: a Kernel-based Learning Platform for Natural Language Processing,2015.0,48,"kelp, kernel-based learning, natural language processing",0.02539025422935759
Multi-modal Visualization and Search for Text and Prosody Annotations,2015.0,3,"dynamical visualization, leak, annotation, emotive annotation",0.38412630504521683
{NEED}4{T}weet: A Twitterbot for Tweets Named Entity Extraction and Disambiguation,2015.0,7,"need4tweet, twitterbot, tweets, named entity task, disambiguate",0.6888153433747954
Visual Error Analysis for Entity Linking,2015.0,6,"error analysis, node linking",0.43764071243049996
A Web-based Collaborative Evaluation Tool for Automatically Learned Relation Extraction Patterns,2015.0,0,"web-based evaluation tool, learned entity prompts",0.3623831800628161
A Dual-Layer Semantic Role Labeling System,2015.0,3,semantic proto-role linking model,0.7104190409409132
A system for fine-grained aspect-based sentiment analysis of {C}hinese,2015.0,15,"aid, text-based sentiment analysis, pinyin",0.7164498565396081
Plug Latent Structures and Play Coreference Resolution,2015.0,5,"latent structural svm, play coreference",0.0
Proceedings of {ACL}-{IJCNLP} 2015 System Demonstrations,2015.0,4,ijcnlp 2011 system demonstrations,0.2049147224310891
{OMWE}dit - The Integrated Open Multilingual {W}ordnet Editing System,2015.0,8,"depfix, multilingual voice command system",2.220446049250313e-16
{SACRY}: Syntax-based Automatic Crossword puzzle Resolution s{Y}stem,2015.0,4,"sacry, syntax-based automatic crossword puzzle resolution system",0.0
{LEX}enstein: A Framework for Lexical Simplification,2015.0,60,"docal, aims, lexical simplifier",0.4709825138607969
Sharing annotations better: {REST}ful Open Annotation,2015.0,6,"annotations, dense annotation",0.47755468926915745
A Data Sharing and Annotation Service Infrastructure,2015.0,2,"data sharing, code annotator",0.05216757427173202
{J}o{B}im{V}iz: A Web-based Visualization for Graph-based Distributional Semantic Models,2015.0,14,"syntaviz, web-based visualization, compositional network-based models",3.5361539354572535e-05
End-to-end Argument Generation System in Debating,2015.0,19,"end-to-end argument mining, jaw",0.5384067109801904
Multi-level Translation Quality Prediction with {Q}u{E}st++,2015.0,103,"multi-level translation, link prediction, quest++",0.37027655908626483
{WA}-Continuum: Visualising Word Alignments across Multiple Parallel Sentences Simultaneously,2015.0,2,"wa-continuum, word prisms, long parallel sentences",0.061471196368060754
A Domain-independent Rule-based Framework for Event Extraction,2015.0,56,"threshold-free framework, event threads",0.8909643591755412
{S}torybase: Towards Building a Knowledge Base for News Events,2015.0,5,"storydb, knowledge base, news field",0.24858849882153253
{W}rite{A}head: Mining Grammar Patterns in Corpora for Assisted Writing,2015.0,16,"writeahead, syntax trees, corpora, assisted writing",0.36633572434261624
{N}iu{P}arser: A {C}hinese Syntactic and Semantic Parsing Toolkit,2015.0,9,"mojitalk, transition-based chinese syntactic analysis",0.0
"International Journal of Computational Linguistics {\&} {C}hinese Language Processing, Volume 20, Number 2, {D}ecember 2015 - Special Issue on Selected Papers from {ROCLING} {XXVII}",2015.0,0,"american journal of computational linguistics, taiwan english accent, volume 7, number 1, march 2012, volume 4: invited conferences, rocling xxv",0.10722863254402414
Designing a Tag-Based Statistical Math Word Problem Solver with Reasoning and Explanation,2015.0,1,"semi supervised math word problem solver, logic, senses",0.4508135988922458
Explanation Generation for a Math Word Problem Solver,2015.0,6,"explanation styles, word problem solver",0.6372456244951665
Word Co-occurrence Augmented Topic Model in Short Text,2015.0,14,"word co-occurrence, topic model, text",0.4957111607001078
節錄式語音文件摘要使用表示法學習技�?(Extractive Spoken Document Summarization with Representation Learning Techniques) [In {C}hinese],2015.0,0,,0.0
調變頻譜分解技術於強健語音辨識之研�?(Investigating Modulation Spectrum Factorization Techniques for Robust Speech Recognition) [In {C}hinese],2015.0,0,,0.0
透過語音特徵建構基於堆疊稀疏自編碼器演算法之婚姻治療中夫妻互動行為量表自動化評分系�?(Automating Behavior Coding for Distressed Couples Interactions Based on Stacked Sparse Autoencoder Framework using Speech-acoustic Features) [In {C}hinese],2015.0,0,,0.0
"International Journal of Computational Linguistics {\&} {C}hinese Language Processing, Volume 20, Number 1, June 2015-Special Issue on {C}hinese as a Foreign Language",2015.0,0,"american journal of computational linguistics, taiwan english accent, volume 7, number 1, june 2016, special issue on chinese as a foreign language",0.3154328694811033
Guest Editoral: Special Issue on {C}hinese as a Foreign Language,2015.0,3,dutch as a foreign language,0.027217792280083253
{HANS}peller: A Unified Framework for {C}hinese Spelling Correction,2015.0,12,"efluf, unified tool, chinese spelling check",0.7630541483939808
A Study on {C}hinese Spelling Check Using Confusion Sets and?N-gram Statistics,2015.0,8,"chinese spelling check, confusion sets, n-gram statistics",0.0194559277144154
Automatically Detecting Syntactic Errors in Sentences Writing by Learners of {C}hinese as a Foreign Language,2015.0,2,"syntactic bias, input sentence, learners of chinese, foreign language",0.27732555714698426
Automatic Classification of the {``}De{''} Word Usage for {C}hinese as a Foreign Language,2015.0,1,"automatic ranking, ""de"" classifier, pinyin, foreign language",0.4794509533075205
以「華語學習者語料庫」為本的「了」字句偏誤分�?(The Error Analysis of {``}Le{''} based on {``}{C}hinese Learner Written Corpus{''}) [In {C}hinese],2015.0,0,,0.0
Cross-Linguistic Error Types of Misused {C}hinese Based on Learners{'} Corpora,2015.0,1,"grammar error correction, misused chinese, corporator",0.6584528171966704
"Computational Linguistics, Volume 41, Issue 4 - {D}ecember 2015",2015.0,0,"computational linguistics, volume 45, issue 1, march 2012",0.3130634787677198
Graph-Based Word Alignment for Clinical Language Evaluation,2015.0,24,"word-based alignment, language evaluation",2.220446049250313e-16
Design and Evaluation of Metaphor Processing Systems,2015.0,53,"metaphor processing systems, test, audit",0.46337689525389847
Inducing Implicit Arguments from Comparable Texts: A Framework and Its Applications,2015.0,9,"implicit argument, similar text, aims, art",0.2767962974234698
{S}im{L}ex-999: Evaluating Semantic Models With (Genuine) Similarity Estimation,2015.0,915,"multi30k, semantic models, similarity modeling",9.330962880138571e-07
"Book Review: Language Processing with {P}erl and {P}rolog: Theories, Implemetation, and Application by Pierre {M}. Nugues",2015.0,0,"language processing, gans, prolog, bounds, aims, flow, pierre m. nugues",0.23780276726873853
Last Words: Computational Linguistics and Deep Learning,2015.0,0,"computational linguistics, deep context",0.2605283159423023
Lifetime Achievement Award: Translating Today into Tomorrow,2015.0,1,"lifetime achievement award, translating today into tomorrow",0.0
{O}bituaries: {A}dam Kilgarriff,2015.0,2,adam kilgarriff,0.0
{O}bituaries: Jane {J}. Robinson,2015.0,0,james h. martin,0.0
"Computational Linguistics, Volume 41, Issue 3 - September 2015",2015.0,0,"computational linguistics, volume 45, issue 1, june 2016",0.3990433101108291
Large Linguistic Corpus Reduction with {SCP} Algorithms,2015.0,8,"linguistic tale, algorithms",0.2095252683475345
{CODRA}: A Novel Discriminative Framework for Rhetorical Analysis,2015.0,116,"tita, discriminative analysis, rhetorical analysis",0.04833302507209358
The Unified and Holistic Method Gamma (γ) for Inter-Annotator Agreement Measure and Alignment,2015.0,24,"unified and holistic method gamma (γ), inter-annotator reliability, ict",0.0
Computational Constancy Measures of {T}exts{---}{Y}ule{'}s K and R{\'e}nyi{'}s Entropy,2015.0,23,"comparability mapping, texts, yule's k, r'enyi's entropy",0.6189392502839766
Discriminative Syntax-Based Word Ordering for Text Generation,2015.0,30,"discriminative views, wordplay, text inference",0.5729481331231694
{S}quibs: Evaluation Methods for Statistically Dependent Text,2015.0,6,"squib, analysis methods, statistically dependent text",0.5247311942355707
"Computational Linguistics, Volume 41, Issue 2 - June 2015",2015.0,0,"computational linguistics, volume 45, issue 1, june 2016",0.3990433101108291
The Operation Sequence {M}odel{---}{C}ombining N-Gram-Based and Phrase-Based Statistical Machine Translation,2015.0,40,"sequence model, n-gram-based statistical machine translation, phrase-based machine translation systems",0.5221063201843956
Lexicalization and Generative Power in {CCG},2015.0,13,"lexical change, generative power, ccg (combinatory category grammars)",7.065411589124437e-09
Efficient Global Learning of Entailment Graphs,2015.0,13,"global learning, entailment graphs",0.8994846308090225
A Statistical Parsing Framework for Sentiment Classification,2015.0,48,"small statistical models, it strategy",0.0
{S}quibs: Evaluating Human Pairwise Preference Judgments,2015.0,3,"squib, pairwise preferences",5.259798542822658e-06
"Book Reviews: Ontology-Based Interpretation of Natural Language by Philipp Cimiano, Christina Unger and John {M}c{C}rae",2015.0,40,"corpus-based learning, troffi, negbert, john mccrae",1.2541918958941523e-07
Book Reviews: Robots that Talk and Listen edited by Judith {A}. Markowitz,2015.0,0,"maps, talk and listen, daniel g. bobrow",0.3340608724157619
"Computational Linguistics, Volume 41, Issue 1 - March 2015",2015.0,0,"computational linguistics, volume 45, issue 1, june 2016",0.3990433101108291
Towards Topic-to-Question Generation,2015.0,53,topic-in-set knowledge,0.07856172520729199
Cross-lingual Sentiment Lexicon Learning With Bilingual Word Graph Label Propagation,2015.0,26,"cross-lingual emotion lexicon, bilingual pivoting, label propagation",0.1589499616927209
Multiple Adjunction in Feature-Based {T}ree-{A}djoining {G}rammar,2015.0,5,"tree adjunction, wide-coverage context-free grammar",0.0
Concrete Models and Empirical Evaluations for the Categorical Compositional Distributional Model of Meaning,2015.0,25,"building blocks, evaluations, categorical compositional distributional model",0.379836487983775
Automatic Adaptation of Annotations,2015.0,4,"automatic term, annotations",0.12985173630159197
"Book Reviews: Automated Grammatical Error Detection for Language Learners, Second Edition by Claudia Leacock, {M}artin Chodorow, {M}ichael Gamon and Joel Tetreault",2015.0,5,"grammatical error detection systems, 4th edition, alison cawsey, martin chodorow, michael gamon, cyril goutte",1.3153922395758854e-13
Book Reviews: Linguistic Fundamentals for Natural Language Processing: 100 Essentials from Morphology and Syntax by Emily {M}. Bender,2015.0,25,"fundamentals, natural language processing, morphology, logic, emily m. bender",0.4307658066515275
"Book Reviews: Recognizing Textual Entailment: Models and Applications by {I}do {D}agan, {D}an {R}oth, Mark Sammons and Fabio Massimo Zanzotto",2015.0,173,"neural entailment, hp, art, ido dagan, dan roth, mark sammons, fabio massimo zanzotto",0.3926735562729685
,2015.0,36,,0.0
{S}quibs: When the Whole Is Not Greater Than the Combination of Its Parts: A {``}Decompositional{''} Look at Compositional Distributional Semantics,2015.0,8,"squib, 生成, coil, nut, multival, compositional distributed semantics",0.3138112424438722
{S}quibs: Spelling Error Patterns in {B}razilian {P}ortuguese,2015.0,4,"squib, comma errors, brazilian portuguese",0.1695921045197446
{QT}21: A new era for translators and the computer,2015.0,0,"qt21, translate, laptop",0.12223989322513984
The reception of intralingual and interlingual automatic subtitling: An exploratory study within the {HBB}4{ALL} project,2015.0,1,"intralingual subtitles, exploratory study, sw4all",0.021555491212485567
The {EXPERT} project: Advancing the state of the art in hybrid translation technologies,2015.0,6,"expert text, translation technologies",0.36483639164007686
From occasional quality control to collaborative quality assurance,2015.0,0,"quality control, quality assurance",0.4417623368603406
{K}amusi pre-{D}-source-side disambiguation and a sense aligned multilingual lexicon,2015.0,0,"kamusi pre-d-source-side disambiguation, multilingual lexica",0.0933278871832468
{FALCON}: Building the localization web,2015.0,0,"mo, localization",0.40692327388944216
Evaluation of {E}nglish to {S}panish {MT} output of Tourism 2.0 consumer-generated reviews with post-editing purposes,2015.0,1,"latin, spanish, mt output, tourism 0, consumer-generated reviews, post-editing",0.44151983547097334
Use of {CAI} tools in interpreters{'} training: A pilot study,2015.0,6,"cai tools, interpreters' training, pilot study",0.44142483653743403
Skype Translator: Breaking down language and hearing barriers. A behind the scenes look at near real-time speech translation,2015.0,25,"skype translator, dialect bias, speech type, near real-time speech translation",0.41206912040241805
The catcher in the {CAT}. Playfulness and self-determination in the use of {CAT} tools by professional translators,2015.0,0,"mat tool, trainee translators, humorhawk, self-identity",0.2603450333662687
The {ALST} project: Technologies for audiovisual translation,2015.0,3,"ud project, art, audiovisual media",0.4188591176040436
The use of machine translation and post-editing among language service providers in {S}pain,2015.0,0,"machine translation, post-editing, language service provider, spain",0.16559928831753384
