Title,Year,Important Words,Citations
{CICBUAP}nlp: Graph-Based Approach for Answer Selection in Community Question Answering Task,2015,"cicbuapnlp, graph-based approach, answer selection, community question answering task",4
"{HLTC}-{HKUST}: A Neural Network Paraphrase Classifier using Translation Metrics, Semantic Roles and Lexical Similarity Features",2015,"hltc-hkust, neural network, paraphrase classifier, translation metrics, semantic roles, lexical similarity features",8
{FBK}-{HLT}: An Effective System for Paraphrase Identification and Semantic Similarity in {T}witter,2015,"fbk-hlt, system, paraphrase identification, semantic similarity, twitter",3
{ECNU}: Leveraging Word Embeddings to Boost Performance for Paraphrase in {T}witter,2015,"ecnu, word embeddings, performance, paraphrase, twitter",12
{ROB}: Using Semantic Meaning to Recognize Paraphrases,2015,"rob, semantic meaning, recognize paraphrases",0
{AMRITA}{\_}{CEN}@{S}em{E}val-2015: Paraphrase Detection for {T}witter using Unsupervised Feature Learning with Recursive Autoencoders,2015,"amrita_cen@semeval-2015, paraphrase detection, twitter, unsupervised feature learning, recursive autoencoders",7
{E}biquity: Paraphrase and Semantic Similarity in {T}witter using Skipgrams,2015,"ebiquity, paraphrase, semantic similarity, twitter, skipgrams",10
{RTM}-{DCU}: Predicting Semantic Similarity with Referential Translation Machines,2015,"rtm-dcu, predicting semantic similarity, referential translation machines",15
{T}witter Paraphrase Identification with Simple Overlap Features and {SVM}s,2015,"twitter, paraphrase identification, simple overlap features, svms (support vector machines)",40
{TKLBLIIR}: Detecting {T}witter Paraphrases with {T}weeting{J}ay,2015,"tklbliir, twitter, paraphrases, tweetingjay",4
{CDTDS}: Predicting Paraphrases in {T}witter via Support Vector Regression,2015,"cdtds, paraphrases, twitter, support vector regression",6
yi{G}ou: A Semantic Text Similarity Computing System Based on {SVM},2015,"yigou, semantic text similarity computing system, svm",4
{USAAR}-{SHEFFIELD}: Semantic Textual Similarity with Deep Regression and Machine Translation Evaluation Metrics,2015,"usaar-sheffield, semantic textual similarity, deep regression, machine translation evaluation metrics",10
{T}r{WP}: Text Relatedness using Word and Phrase Relatedness,2015,"trwp, text relatedness, word relatedness, phrase relatedness",5
{M}ini{E}xperts: An {SVM} Approach for Measuring Semantic Textual Similarity,2015,"miniexperts, svm approach, semantic textual similarity",11
{FBK}-{HLT}: A New Framework for Semantic Textual Similarity,2015,"fbk-hlt, semantic textual similarity",6
{UMD}uluth-{B}lue{T}eam: {SVCSTS} - A Multilingual and Chunk Level Semantic Similarity System,2015,"umduluth-blueteam, svcsts, multilingual, chunk level semantic similarity system",9
{S}emanti{KLUE}: Semantic Textual Similarity with Maximum Weight Matching,2015,"semantiklue, semantic textual similarity, maximum weight matching",0
{ECNU}: Using Traditional Similarity Measurements and Word Embedding for Semantic Textual Similarity Estimation,2015,"ecnu, traditional similarity measurements, word embedding, semantic textual similarity estimation",17
{UQ}e{R}esearch: Semantic Textual Similarity Quantification,2015,"uqeresearch, semantic textual similarity quantification",6
{WSL}: Sentence Similarity Using Semantic Distance Between Words,2015,"wsl, sentence similarity, semantic distance, words",8
{SOPA}: Random Forests Regression for the Semantic Textual Similarity task,2015,"sopa, random forests regression, semantic textual similarity task",3
{M}ath{L}ing{B}udapest: Concept Networks for Semantic Similarity,2015,"concept networks, semantic similarity",9
{DCU}: Using Distributional Semantics and Domain Adaptation for the Semantic Textual Similarity {S}em{E}val-2015 Task 2,2015,"distributional semantics, domain adaptation, semantic textual similarity, semeval-2015 task 2, dcu",5
{DLS}@{CU}: Sentence Similarity from Word Alignment and Semantic Vector Composition,2015,"dls@cu, sentence similarity, word alignment, semantic vector composition",97
{FCICU}: The Integration between Sense-Based Kernel and Surface-Based Methods to Measure Semantic Textual Similarity,2015,"fcicu, sense-based kernel, surface-based methods, semantic textual similarity",3
{AZMAT}: Sentence Similarity Using Associative Matrices,2015,"azmat, sentence similarity, associative matrices",1
{N}e{R}o{S}im: A System for Measuring and Interpreting Semantic Textual Similarity,2015,"nerosim, system, measuring, interpreting, semantic textual similarity",27
{S}amsung: Align-and-Differentiate Approach to Semantic Textual Similarity,2015,"samsung, align-and-differentiate approach, semantic textual similarity",21
{UBC}: Cubes for {E}nglish Semantic Textual Similarity and Supervised Approaches for Interpretable {STS},2015,"ubc, cubes, english semantic textual similarity, supervised approaches, interpretable sts",10
{ASAP}-{II}: From the Alignment of Phrases to Textual Similarity,2015,"asap-ii, alignment of phrases, textual similarity",4
{TATO}: Leveraging on Multiple Strategies for Semantic Textual Similarity,2015,"tato, multiple strategies, semantic textual similarity",3
{HITSZ}-{ICRC}: Exploiting Classification Approach for Answer Selection in Community Question Answering,2015,"hitsz-icrc, classification approach, answer selection, community question answering",31
{QCRI}: Answer Selection for Community Question Answering - Experiments for {A}rabic and {E}nglish,2015,"qcri, answer selection, community question answering, arabic, english",49
{ICRC}-{HIT}: A Deep Learning based Comment Sequence Labeling System for Answer Selection Challenge,2015,"icrc-hit, deep learning, comment sequence labeling system, answer selection challenge",17
{JAIST}: Combining multiple features for Answer Selection in Community Question Answering,2015,"jaist, multiple features, answer selection, community question answering",57
{S}hiraz: A Proposed List Wise Approach to Answer Validation,2015,"shiraz, list wise approach, answer validation",2
Al-Bayan: A Knowledge-based System for {A}rabic Answer Selection,2015,"al-bayan, knowledge-based system, arabic answer selection",11
{FBK}-{HLT}: An Application of Semantic Textual Similarity for Answer Selection in Community Question Answering,2015,"fbk-hlt, semantic textual similarity, answer selection, community question answering",6
{ECNU}: Using Multiple Sources of {CQA}-based Information for Answers Selection and {YES}/{NO} Response Inference,2015,"ecnu, multiple sources, cqa-based information, answers selection, yes/no response inference",8
{V}oltron: A Hybrid System For Answer Validation Based On Lexical And Distance Features,2015,"voltron, hybrid system, answer validation, lexical features, distance features",6
{C}o{M}i{C}: Adapting a Short Answer Assessment System for Answer Selection,2015,"short answer assessment system, answer selection",1
"{S}em{E}val-2015 Task 2: Semantic Textual Similarity, {E}nglish, {S}panish and Pilot on Interpretability",2015,"semeval-2015 task 2, semantic textual similarity, english, spanish, pilot on interpretability",288
{E}x{B} Themis: Extensive Feature Extraction from Word Alignments for Semantic Textual Similarity,2015,"exb themis, feature extraction, word alignments, semantic textual similarity",37
{S}em{E}val-2015 Task 3: Answer Selection in Community Question Answering,2015,"semeval-2015 task 3, answer selection, community question answering",0
{V}ector{SLU}: A Continuous Word Vector Approach to Answer Selection in Community Question Answering Systems,2015,"vectorslu, continuous word vector approach, answer selection, community question answering systems",36
{S}em{E}val-2015 Task 13: Multilingual All-Words Sense Disambiguation and Entity Linking,2015,"semeval-2015 task 13, multilingual all-words sense disambiguation, entity linking",145
{LIMSI}: Translations as Source of Indirect Supervision for Multilingual All-Words Sense Disambiguation and Entity Linking,2015,"limsi, translations, indirect supervision, multilingual all-words sense disambiguation, entity linking",13
{S}em{E}val-2015 Task 14: Analysis of Clinical Text,2015,"semeval-2015 task 14, clinical text",42
{UTH}-{CCB}: The Participation of the {S}em{E}val 2015 Challenge {--} Task 14,2015,"uth-ccb, semeval 2015 challenge, task 14",17
{S}em{E}val-2015 Task 15: A {CPA} dictionary-entry-building task,2015,"semeval-2015 task 15, cpa dictionary-entry-building task",8
{BLCUNLP}: Corpus Pattern Analysis for Verbs Based on Dependency Chain,2015,"blcunlp, corpus pattern analysis, verbs, dependency chain",9
{WSD}-games: a Game-Theoretic Algorithm for Unsupervised Word Sense Disambiguation,2015,"wsd-games, game-theoretic algorithm, unsupervised word sense disambiguation",4
{DFKI}: Multi-objective Optimization for the Joint Disambiguation of Entities and Nouns {\&} Deep Verb Sense Disambiguation,2015,"dfki, multi-objective optimization, joint disambiguation, entities, nouns, deep verb sense disambiguation",3
{EBL}-Hope: Multilingual Word Sense Disambiguation Using a Hybrid Knowledge-Based Technique,2015,"ebl-hope, multilingual word sense disambiguation, hybrid knowledge-based technique",2
{VUA}-background : When to Use Background Information to Perform Word Sense Disambiguation,2015,"vua, background information, word sense disambiguation",1
{T}eam{UFAL}: {WSD}+{EL} as Document Retrieval,2015,"teamufal, wsd+el, document retrieval",0
{EL}92: Entity Linking Combining Open Source Annotators via Weighted Voting,2015,"el92, entity linking, open source annotators, weighted voting",4
{UNIBA}: Combining Distributional Semantic Models and Sense Distribution for Multilingual All-Words Sense Disambiguation and Entity Linking,2015,"uniba, distributional semantic models, sense distribution, multilingual all-words sense disambiguation, entity linking",9
{SUDOKU}: Treating Word Sense Disambiguation {\&} Entitiy Linking as a Deterministic Problem - via an Unsupervised {\&} Iterative Approach,2015,"sudoku, word sense disambiguation, entity linking, deterministic problem, unsupervised approach, iterative approach",4
{T}eam{HCMUS}: Analysis of Clinical Text,2015,"teamhcmus, analysis, clinical text",2
{UTU}: Adapting Biomedical Event Extraction System to Disorder Attribute Detection,2015,"utu, biomedical event extraction system, disorder attribute detection",2
{IHS}-{RD}-{B}elarus: Identification and Normalization of Disorder Concepts in Clinical Notes,2015,"ihs-rd-belarus, identification, normalization, disorder concepts, clinical notes",2
{UWM}: A Simple Baseline Method for Identifying Attributes of Disease and Disorder Mentions in Clinical Text,2015,"uwm, attributes, disease, disorder mentions, clinical text",1
{TAKELAB}: Medical Information Extraction and Linking with {MINERAL},2015,"takelab, medical information extraction, linking, mineral",4
{TMUNSW}: Identification of Disorders and Normalization to {SNOMED}-{CT} Terminology in Unstructured Clinical Notes,2015,"tmunsw, disorders, normalization, snomed-ct terminology, unstructured clinical notes",3
{U}tah{POET}: Disorder Mention Identification and Context Slot Filling with Cognitive Inspiration,2015,"utahpoet, disorder mention identification, context slot filling, cognitive inspiration",2
{UL}isboa: Recognition and Normalization of Medical Concepts,2015,"ulisboa, recognition, normalization, medical concepts",7
ez{DI}: A Supervised {NLP} System for Clinical Narrative Analysis,2015,"ezdi, supervised nlp system, clinical narrative analysis",15
{CUAB}: Supervised Learning of Disorders and their Attributes using Relations,2015,"cuab, supervised learning, disorders, attributes, relations",1
{B}ioinformatics{UA}: Machine Learning and Rule-Based Recognition of Disorders and Clinical Attributes from Patient Notes,2015,"bioinformaticsua, machine learning, rule-based recognition, disorders, clinical attributes, patient notes",0
{LIST}-{LUX}: Disorder Identification from Clinical Texts,2015,"list-lux, disorder identification, clinical texts",0
{CMILLS}: Adapting Semantic Role Labeling Features to Dependency Parsing,2015,"cmills, semantic role labeling features, dependency parsing",3
{D}uluth: Word Sense Discrimination in the Service of Lexicography,2015,"duluth, word sense discrimination, lexicography",6
{S}em{E}val-2015 Task 9: {CLIPE}val Implicit Polarity of Events,2015,"semeval-2015 task 9, clipeval, implicit polarity of events",19
{S}em{E}val-2015 Task 10: Sentiment Analysis in {T}witter,2015,"semeval-2015 task 10, sentiment analysis, twitter",353
{UNITN}: Training Deep Convolutional Neural Network for {T}witter Sentiment Classification,2015,"unitn, deep convolutional neural network, twitter sentiment classification",174
{S}em{E}val-2015 Task 11: Sentiment Analysis of Figurative Language in {T}witter,2015,"semeval-2015 task 11, sentiment analysis, figurative language, twitter",171
"{CL}a{C}-{S}enti{P}ipe: {S}em{E}val2015 Subtasks 10 {B},{E}, and Task 11",2015,"clac-sentipipe, semeval2015, subtasks 10 b, e, task 11",23
{S}em{E}val-2015 Task 12: Aspect Based Sentiment Analysis,2015,"semeval-2015 task 12, aspect based sentiment analysis",310
{NLANGP}: Supervised Machine Learning System for Aspect Category Classification and Opinion Target Extraction,2015,"nlangp, supervised machine learning system, aspect category classification, opinion target extraction",52
{SHELLFBK}: An Information Retrieval-based System For Multi-Domain Sentiment Analysis,2015,"shellfbk, information retrieval-based system, multi-domain sentiment analysis",25
{DIEGOL}ab: An Approach for Message-level Sentiment Classification in {T}witter,2015,"diegolab, approach, message-level sentiment classification, twitter",7
{S}plusplus: A Feature-Rich Two-stage Classifier for Sentiment Analysis of Tweets,2015,"splusplus, feature-rich two-stage classifier, sentiment analysis, tweets",6
"{IIIT}-{H} at {S}em{E}val 2015: {T}witter Sentiment Analysis {--} The Good, the Bad and the Neutral!",2015,"iiit-h, semeval 2015, twitter sentiment analysis",17
{CIS}-positive: A Combination of Convolutional Neural Networks and Support Vector Machines for Sentiment Analysis in {T}witter,2015,"cis-positive, combination, convolutional neural networks, support vector machines, sentiment analysis, twitter",5
{GTI}: An Unsupervised Approach for Sentiment Analysis in {T}witter,2015,"gti, unsupervised approach, sentiment analysis, twitter",14
Gradiant-Analytics: Training Polarity Shifters with {CRF}s for Message Level Polarity Detection,2015,"gradiant-analytics, training polarity shifters, crfs (conditional random fields), message level polarity detection",4
{IOA}: Improving {SVM} Based Sentiment Classification Through Post Processing,2015,"ioa, svm (support vector machine), sentiment classification, post processing",6
{R}ose{M}erry: A Baseline Message-level Sentiment Classification System,2015,"rosemerry, baseline message-level sentiment classification system",6
{UDLAP}: Sentiment Analysis Using a Graph-Based Representation,2015,"udlap, sentiment analysis, graph-based representation",8
{ECNU}: Multi-level Sentiment Analysis on {T}witter Using Traditional Linguistic Features and Word Embedding Features,2015,"ecnu, multi-level sentiment analysis, twitter, traditional linguistic features, word embedding features",19
{L}sislif: Feature Extraction and Label Weighting for Sentiment Analysis in {T}witter,2015,"lsislif, feature extraction, label weighting, sentiment analysis, twitter",37
{EL}i{RF}: A {SVM} Approach for {SA} tasks in {T}witter at {S}em{E}val-2015,2015,"elirf, svm approach, sa tasks, twitter, semeval-2015",8
{W}ebis: An Ensemble for {T}witter Sentiment Detection,2015,"webis, ensemble, twitter sentiment detection",66
{S}entibase: Sentiment Analysis in {T}witter on a Budget,2015,"sentibase, sentiment analysis, twitter",3
"{UNIBA}: Sentiment Analysis of {E}nglish Tweets Combining Micro-blogging, Lexicon and Semantic Features",2015,"uniba, sentiment analysis, english tweets, micro-blogging, lexicon, semantic features",12
{IITPS}em{E}val: Sentiment Discovery from 140 Characters,2015,"iitpsemeval, sentiment discovery, 140 characters",1
{S}wiss-Chocolate: Combining Flipout Regularization and Random Forests with Artificially Built Subsystems to Boost Text-Classification for Sentiment,2015,"swiss-chocolate, flipout regularization, random forests, artificially built subsystems, text-classification, sentiment",2
{INESC}-{ID}: A Regression Model for Large Scale {T}witter Sentiment Lexicon Induction,2015,"inesc-id, regression model, large scale twitter sentiment lexicon induction",33
{KLUE}less: Polarity Classification and Association,2015,"klueless, polarity classification, association",16
{SWASH}: A Naive {B}ayes Classifier for Tweet Sentiment Identification,2015,"swash, naive bayes classifier, tweet sentiment identification",13
{SWATCS}65: Sentiment Classification Using an Ensemble of Class Projects,2015,"swatcs65, sentiment classification, ensemble of class projects",1
{SWATAC}: A Sentiment Analyzer using One-Vs-Rest Logistic Regression,2015,"swatac, sentiment analyzer, one-vs-rest logistic regression",3
{T}witter{H}awk: A Feature Bucket Based Approach to Sentiment Analysis,2015,"twitterhawk, feature bucket based approach, sentiment analysis",12
{S}e{NTU}: Sentiment Analysis of Tweets by Combining a Rule-based Classifier with Supervised Learning,2015,"sentu, sentiment analysis, tweets, rule-based classifier, supervised learning",96
{INESC}-{ID}: Sentiment Analysis without Hand-Coded Features or Linguistic Resources using Embedding Subspaces,2015,"inesc-id, sentiment analysis, hand-coded features, linguistic resources, embedding subspaces",8
{W}arwick{DCS}: From Phrase-Based to Target-Specific Sentiment Recognition,2015,"warwickdcs, phrase-based sentiment recognition, target-specific sentiment recognition",8
{UIR}-{PKU}: {T}witter-{O}pin{M}iner System for Sentiment Analysis in {T}witter at {S}em{E}val 2015,2015,"uir-pku, twitter-opinminer system, sentiment analysis, twitter, semeval 2015",1
{SWAT}-{CMW}: Classification of {T}witter Emotional Polarity using a Multiple-Classifier Decision Schema and Enhanced Emotion Tagging,2015,"swat-cmw, classification, twitter emotional polarity, multiple-classifier decision schema, enhanced emotion tagging",4
{LLT}-{P}oly{U}: Identifying Sentiment Intensity in Ironic Tweets,2015,"llt-polyu, sentiment intensity, ironic tweets",17
{KEL}ab{T}eam: A Statistical Approach on Figurative Language Sentiment Analysis in {T}witter,2015,"kelabteam, statistical approach, figurative language sentiment analysis, twitter",8
{LT}3: Sentiment Analysis of Figurative Tweets: piece of cake {\#}{N}ot{R}eally,2015,"lt3, sentiment analysis, figurative tweets",16
{PRHLT}: Combination of Deep Autoencoders with Classification and Regression Techniques for {S}em{E}val-2015 Task 11,2015,"prhlt, deep autoencoders, classification techniques, regression techniques, semeval-2015 task 11",1
{V}alen{T}o: Sentiment Analysis of Figurative Language Tweets with Irony and Sarcasm,2015,"valento, sentiment analysis, figurative language, tweets, irony, sarcasm",22
{CPH}: Sentiment analysis of Figurative Language on {T}witter {\#}easypeasy {\#}not,2015,"sentiment analysis, figurative language, twitter",5
{UPF}-taln: {S}em{E}val 2015 Tasks 10 and 11. Sentiment Analysis of Literal and Figurative Language in {T}witter,2015,"upf-taln, semeval 2015 tasks 10 and 11, sentiment analysis, literal language, figurative language, twitter",11
{D}s{U}ni{P}i: An {SVM}-based Approach for Sentiment Analysis of Figurative Language on {T}witter,2015,"dsunipi, svm-based approach, sentiment analysis, figurative language, twitter",8
{V}3: Unsupervised Aspect Based Sentiment Analysis for {S}em{E}val2015 Task 12,2015,"v3, unsupervised aspect based sentiment analysis, semeval2015 task 12",20
{LT}3: Applying Hybrid Terminology Extraction to Aspect-Based Sentiment Analysis,2015,"hybrid terminology extraction, aspect-based sentiment analysis, lt3",8
{UFRGS}: Identifying Categories and Targets in Customer Reviews,2015,"ufrgs, categories, targets, customer reviews",0
{SINAI}: Syntactic Approach for Aspect-Based Sentiment Analysis,2015,"sinai, syntactic approach, aspect-based sentiment analysis",2
{ECNU}: Extracting Effective Features from Multiple Sequential Sentences for Target-dependent Sentiment Analysis in Reviews,2015,"ecnu, effective features, multiple sequential sentences, target-dependent sentiment analysis, reviews",22
{UMD}uluth-{CS}8761-12: A Novel Machine Learning Approach for Aspect Based Sentiment Analysis,2015,"umduluth-cs8761-12, machine learning, aspect based sentiment analysis",3
{E}li{X}a: A Modular and Flexible {ABSA} Platform,2015,"elixa, modular, flexible, absa platform",50
{L}sislif: {CRF} and Logistic Regression for Opinion Target Extraction and Sentiment Polarity Analysis,2015,"lsislif, crf (conditional random field), logistic regression, opinion target extraction, sentiment polarity analysis",46
{SIEL}: Aspect Based Sentiment Analysis in Reviews,2015,"siel, aspect based sentiment analysis, reviews",9
{S}entiue: Target and Aspect based Sentiment Analysis in {S}em{E}val-2015 Task 12,2015,"sentiue, sentiment analysis, semeval-2015 task 12, target, aspect based",51
{TJU}de{M}: A Combination Classifier for Aspect Category Detection and Sentiment Polarity Classification,2015,"tjudem, combination classifier, aspect category detection, sentiment polarity classification",3
{S}em{E}val-2015 Task 4: {T}ime{L}ine: Cross-Document Event Ordering,2015,"semeval-2015 task 4, timeline, cross-document event ordering",69
{SPINOZA}{\_}{VU}: An {NLP} Pipeline for Cross Document {T}ime{L}ines,2015,"spinoza_vu, nlp pipeline, cross document timelines",12
{S}em{E}val-2015 Task 5: {QA} {T}emp{E}val - Evaluating Temporal Information Understanding with Question Answering,2015,"semeval-2015 task 5, qa tempeval, temporal information understanding, question answering",41
{HLT}-{FBK}: a Complete Temporal Processing System for {QA} {T}emp{E}val,2015,"hlt-fbk, temporal processing system, qa tempeval",6
{S}em{E}val-2015 Task 6: Clinical {T}emp{E}val,2015,"semeval-2015 task 6, clinical tempeval",130
{B}lu{L}ab: Temporal Information Extraction for the 2015 Clinical {T}emp{E}val Challenge,2015,"blulab, temporal information extraction, 2015 clinical tempeval challenge",26
{GPLSIUA}: Combining Temporal Information and Topic Modeling for Cross-Document Event Ordering,2015,"gplsiua, temporal information, topic modeling, cross-document event ordering",7
{H}eidel{T}oul: A Baseline Approach for Cross-document Event Ordering,2015,"heideltoul, cross-document event ordering, baseline approach",6
{HITSZ}-{ICRC}: An Integration Approach for {QA} {T}emp{E}val Challenge,2015,"hitsz-icrc, integration approach, qa tempeval challenge",0
{UFPRS}heffield: Contrasting Rule-based and Support Vector Machine Approaches to Time Expression Identification in Clinical {T}emp{E}val,2015,"ufprsheffield, rule-based approaches, support vector machine approaches, time expression identification, clinical tempeval",5
{IXAG}roup{EHUD}iac: A Multiple Approach System towards the Diachronic Evaluation of Texts,2015,"ixagroupehudiac, multiple approach system, diachronic evaluation, texts",8
{USAAR}-{CHRONOS}: Crawling the Web for Temporal Annotations,2015,"usaar-chronos, web, temporal annotations",4
{AMBRA}: A Ranking Approach to Temporal Text Classification,2015,"ambra, ranking approach, temporal text classification",9
{IXAG}roup{EHUS}pace{E}val: ({X}-Space) A {W}ord{N}et-based approach towards the Automatic Recognition of Spatial Information following the {ISO}-Space Annotation Scheme,2015,"ixagroupehuspaceeval, x-space, wordnet, automatic recognition, spatial information, iso-space annotation scheme",4
{UTD}: Ensemble-Based Spatial Relation Extraction,2015,"utd, ensemble-based, spatial relation extraction",4
"{S}em{E}val 2015, Task 7: Diachronic Text Evaluation",2015,"semeval 2015, task 7, diachronic text evaluation",30
"{UCD} : Diachronic Text Classification with Character, Word, and Syntactic N-grams",2015,"ucd, diachronic text classification, character, word, syntactic n-grams",14
{S}em{E}val-2015 Task 8: {S}pace{E}val,2015,"semeval-2015 task 8, spaceeval",40
{S}p{RL}-{CWW}: Spatial Relation Classification with Independent Multi-class Models,2015,"sprl-cww, spatial relation classification, independent multi-class models",5
{S}em{E}val-2015 Task 17: Taxonomy Extraction Evaluation ({TE}x{E}val),2015,"semeval-2015 task 17, taxonomy extraction evaluation (texeval)",66
{INRIASAC}: Simple Hypernym Extraction Methods,2015,"inriasac, hypernym extraction methods",19
{S}em{E}val 2015 Task 18: Broad-Coverage Semantic Dependency Parsing,2015,"semeval 2015 task 18, broad-coverage semantic dependency parsing",92
{P}eking: Building Semantic Dependency Graphs with a Hybrid Parser,2015,"peking, semantic dependency graphs, hybrid parser",23
{USAAR}-{WLV}: Hypernym Generation with Deep Neural Nets,2015,"usaar-wlv, hypernym generation, deep neural nets",19
{NTNU}: An Unsupervised Knowledge Approach for Taxonomy Extraction,2015,"ntnu, unsupervised knowledge approach, taxonomy extraction",3
{LT}3: A Multi-modular Approach to Automatic Taxonomy Construction,2015,"lt3, multi-modular approach, automatic taxonomy construction",17
{TALN}-{UPF}: Taxonomy Learning Exploiting {CRF}-Based Hypernym Extraction on Encyclopedic Definitions,2015,"taln-upf, taxonomy learning, crf-based hypernym extraction, encyclopedic definitions",6
{QASSIT}: A Pretopological Framework for the Automatic Construction of Lexical Taxonomies from Raw Texts,2015,"qassit, pretopological framework, automatic construction, lexical taxonomies, raw texts",3
{R}iga: from {F}rame{N}et to Semantic Frames with C6.0 Rules,2015,"riga, framenet, semantic frames, c0 rules",3
{T}urku: Semantic Dependency Parsing as a Sequence Classification,2015,"turku, semantic dependency parsing, sequence classification",6
{L}isbon: Evaluating {T}urbo{S}emantic{P}arser on Multiple Languages and Out-of-Domain Data,2015,"lisbon, turbosemanticparser, multiple languages, out-of-domain data",18
Proceedings of the Student Research Workshop,2015,student research workshop,0
The Complexity of Scrambling in {J}apanese: A {TAG} Approach,2015,"complexity, scrambling, japanese, tag approach",0
Some Theoretical Considerations in Off-the-Shelf Text Analysis Software,2015,"theoretical considerations, off-the-shelf text analysis software",4
Unsupervised Topic-Specific Domain Dependency Graphs for Aspect Identification in Sentiment Analysis,2015,"unsupervised topic-specific domain, dependency graphs, aspect identification, sentiment analysis",5
Unsupervised learning of agglutinated morphology using nested {P}itman-{Y}or process based morpheme induction algorithm,2015,"unsupervised learning, agglutinated morphology, nested pitman-yor process, morpheme induction algorithm",0
Easy-read Documents as a Gold Standard for Evaluation of Text Simplification Output,2015,"easy-read documents, gold standard, evaluation, text simplification output",11
Proceedings of the {ACL}-{IJCNLP} 2015 Student Research Workshop,2015,acl-ijcnlp 2015 student research workshop,0
Unsupervised Learning and Modeling of Knowledge and Intent for Spoken Dialogue Systems,2015,"unsupervised learning, modeling of knowledge, intent, spoken dialogue systems",2
Leveraging Compounds to Improve Noun Phrase Translation from {C}hinese and {G}erman,2015,"compounds, noun phrase translation, chinese, german",10
Learning Representations for Text-level Discourse Parsing,2015,"learning representations, text-level discourse parsing",3
Transition-based Dependency {DAG} Parsing Using Dynamic Oracles,2015,"transition-based dependency, dag parsing, dynamic oracles",8
Disease Event Detection based on Deep Modality Analysis,2015,"disease event detection, deep modality analysis",8
Evaluation Dataset and System for {J}apanese Lexical Simplification,2015,"evaluation dataset, system, japanese lexical simplification",19
Learning to Map Dependency Parses to {A}bstract {M}eaning {R}epresentations,2015,"learning, map dependency parses, abstract meaning representations",5
Proceedings of the 2015 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Student Research Workshop,2015,"2015 conference, north american chapter, association for computational linguistics, student research workshop",0
Cache-Augmented Latent Topic Language Models for Speech Retrieval,2015,"cache-augmented latent topic language models, speech retrieval",0
Reliable Lexical Simplification for Non-Native Speakers,2015,"lexical simplification, non-native speakers",26
Analyzing Newspaper Crime Reports for Identification of Safe Transit Paths,2015,"newspaper crime reports, safe transit paths, identification",8
Relation extraction pattern ranking using word similarity,2015,"relation extraction, pattern ranking, word similarity",1
Towards a Better Semantic Role Labeling of Complex Predicates,2015,"semantic role labeling, complex predicates",4
Exploring Relational Features and Learning under Distant Supervision for Information Extraction Tasks,2015,"relational features, learning under distant supervision, information extraction tasks",0
Entity/Event-Level Sentiment Detection and Inference,2015,"entity/event-level sentiment detection, inference",3
Initial Steps for Building a Lexicon of Adjectives with Scalemates,2015,"lexicon, adjectives, scalemates",0
A Preliminary Evaluation of the Impact of Syntactic Structure in Semantic Textual Similarity and Semantic Relatedness Tasks,2015,"preliminary evaluation, impact, syntactic structure, semantic textual similarity, semantic relatedness tasks",1
Benchmarking Machine Translated Sentiment Analysis for {A}rabic Tweets,2015,"machine translated sentiment analysis, arabic tweets, benchmarking",18
Learning Kernels for Semantic Clustering: A Deep Approach,2015,"learning kernels, semantic clustering, deep approach",3
Narrowing the Loop: Integration of Resources and Linguistic Dataset Development with Interactive Machine Learning,2015,"integration of resources, linguistic dataset development, interactive machine learning",4
Relation Extraction from Community Generated Question-Answer Pairs,2015,"relation extraction, community generated question-answer pairs",10
Detecting Translation Direction: A Cross-Domain Study,2015,"translation direction, cross-domain study",5
Improving the Translation of Discourse Markers for {C}hinese into {E}nglish,2015,"translation, discourse markers, chinese, english",8
Discourse and Document-level Information for Evaluating Language Output Tasks,2015,"discourse, document-level information, evaluating language output tasks",5
Speeding Document Annotation with Topic Models,2015,"document annotation, topic models",0
Lifelong Machine Learning for Topic Modeling and Beyond,2015,"lifelong machine learning, topic modeling",5
Semantics-based Graph Approach to Complex Question-Answering,2015,"semantics-based graph approach, complex question-answering",2
Recognizing Textual Entailment using Dependency Analysis and Machine Learning,2015,"textual entailment, dependency analysis, machine learning",7
Bilingual lexicon extraction for a distant language pair using a small parallel corpus,2015,"bilingual lexicon extraction, distant language pair, small parallel corpus",6
Morphological Paradigms: Computational Structure and Unsupervised Learning,2015,"morphological paradigms, computational structure, unsupervised learning",4
Computational Exploration to Linguistic Structures of Future: Classification and Categorization,2015,"computational exploration, linguistic structures, future, classification, categorization",2
How to teach machine translation post-editing? Experiences from a post-editing course,2015,"machine translation, post-editing, post-editing course",16
Quality assessment of postedited versus translated wildlife documentary films: a three-level approach,2015,"quality assessment, postedited, translated, wildlife documentary films, three-level approach",3
The impact of machine translation error types on post-editing effort indicators,2015,"machine translation, error types, post-editing effort indicators",24
Living on the edge: productivity gain thresholds in machine translation evaluation metrics,2015,"productivity gain thresholds, machine translation evaluation metrics",12
Domain adaptation for social localisation-based {SMT}: a case study using the Trommons platform,2015,"domain adaptation, social localisation-based smt, trommons platform",0
"Full-text patent translation at {WIPO}; scalability, quality and usability",2015,"full-text patent translation, wipo (world intellectual property organization), scalability, quality, usability",0
Initiatives of the {J}apan Patent Office,2015,japan patent office,0
Improving translator productivity with {MT}: a patent translation case study,2015,"translator productivity, mt (machine translation), patent translation, case study",0
