Title,Year,Important Words,Citations
"Creating and retrieving tense and aspect annotation with {G}raph{A}nno, a lightweight tool for multi-level annotation",2015,"tense tagging, graphanno, multi-level annotation, lightweight tool",5
The Semantics of Image Annotation,2015,"semantics, image annotation",0
Factors Influencing the Implicitation of Discourse Relations across Languages,2015,"factors, implicitation, low-resource nmt, languages",13
Instrument subjects without Instrument role,2015,"instrument, subject, instrument role",1
The Annotation of Measure Expressions in {ISO} Standards,2015,"annotate, measure expressions, iso standard",4
A Flexible Tool for Manual Word Sense Annotation,2015,"flexible tool, manual sense annotations",2
Annotating Attribution Relations across Languages and Genres,2015,"attributing, languages, genre",3
Semantic Relations in Discourse: The Current State of {ISO} 24617-8,2015,"semantic relation, discourse, iso 24613",18
Analysis of Temporal Expressions Annotated in Clinical Notes,2015,"temporal expression, medical notes",13
Rapid {F}rame{N}et annotation of spoken conversation transcripts,2015,"framenet, annotate, dialog transcripts",7
Proceedings of the Australasian Language Technology Association Workshop 2015,2015,australasian language technology association workshop 2015,0
Query-Based Single Document Summarization Using an Ensemble Noisy Auto-Encoder,2015,"query-based multi-document summarization, ensemble noisy auto-encoder",7
Comparison of Visual and Logical Character Segmentation in Tesseract {OCR} Language Data for Indic Writing Scripts,2015,"visual character segmentation, logical character segmentation, tesseract ocr language data, indic writing scripts",1
Analysis of Word Embeddings and Sequence Features for Clinical Information Extraction,2015,"word embeddings, lemma sequences, clinical query patterns",18
Using Entity Information from a Knowledge Base to Improve Relation Extraction,2015,"entity knowledge, knowledge bank, relation extraction",10
Likelihood Ratio-based Forensic Voice Comparison on {L}2 speakers: A Case of {H}ong {K}ong native male production of {E}nglish vowels,2015,"likelihood ratio, forensic voice comparison, l2 speech, hong kong native male production, english vowels",2
Similarity Metrics for Clustering {P}ub{M}ed Abstracts for Evidence Based Medicine,2015,"similarity metrics, clustering, medline, evidence-based medicine",2
Finding Names in Trove: Named Entity Recognition for {A}ustralian Historical Newspapers,2015,"names, trove, named entity learning, australian historical newspapers",18
Clinical Information Extraction Using Word Representations,2015,"clinical query patterns, word representation",4
How few is too few? Determining the minimum acceptable number of {LSA} dimensions to visualise text cohesion with Lex,2015,"lsa dimensions, text cohesion, lex",1
Domain Adaption of Named Entity Recognition to Support Credit Risk Assessment,2015,"semantic data, named entity learning, credit risk assessment",13
Do {POS} Tags Help to Learn Better Morphological Segmentations?,2015,"pos tag, wind",0
Structural Alignment as the Basis to Improve Significant Change Detection in Versioned Sentences,2015,"structure alignment, change detection, versioned sentences",3
More Efficient Topic Modelling Through a Noun Only Approach,2015,"efficient topic modelling, noun only approach",34
Improving Topic Coherence with Latent Feature Word Representations in {MAP} Estimation for Topic Modeling,2015,"topic stability, risk ranking, map estimation, topic modeling",4
Understanding engagement with insurgents through retweet rhetoric,2015,"engagement, insurgents, retweet rhetoric",0
A comparison and analysis of models for event trigger detection,2015,"comparison, analysis, models, generative power",1
Overview of the 2015 {ALTA} Shared Task: Identifying {F}rench Cognates in {E}nglish Text,2015,"alta shared task 2013, french cognates, english text",0
Cognate Identification using Machine Translation,2015,"metaphor, machine translate",1
Word Transformation Heuristics Agains Lexicons for Cognate Detection,2015,"hosting, heuristic, lexicons, cognate recovery",0
Detecting {E}nglish-{F}rench Cognates Using Orthographic Edit Distance,2015,"french cognates, orthographic edit distance",1
Proceedings of the 9th International Workshop on Semantic Evaluation ({S}em{E}val 2015),2015,"9th international workshop, semantic evaluation, semeval 2015",0
{S}em{E}val-2015 Task 1: Paraphrase and Semantic Similarity in {T}witter ({PIT}),2015,"semeval-2014 task 1, paraphrase, pingan smart health, twitter, pit",115
{MITRE}: Seven Systems for Semantic Similarity in Tweets,2015,"mitre, system, pingan smart health, tweet",25
{CICBUAP}nlp: Graph-Based Approach for Answer Selection in Community Question Answering Task,2015,"cicbuapnlp, graph-based strategy, answer choices, community question answering",4
"{HLTC}-{HKUST}: A Neural Network Paraphrase Classifier using Translation Metrics, Semantic Roles and Lexical Similarity Features",2015,"hltc-hkust, neural system, paraphrase classifier, translation metrics, semantic roles, lexical similarity",8
{FBK}-{HLT}: An Effective System for Paraphrase Identification and Semantic Similarity in {T}witter,2015,"hlt-fbk, system, paraphrasing task, pingan smart health, twitter",3
{ECNU}: Leveraging Word Embeddings to Boost Performance for Paraphrase in {T}witter,2015,"ecnu, word embeddings, performance, paraphrase, twitter",12
{ROB}: Using Semantic Meaning to Recognize Paraphrases,2015,"rob, semantic meaning, recognize paraphrases",0
{AMRITA}{\_}{CEN}@{S}em{E}val-2015: Paraphrase Detection for {T}witter using Unsupervised Feature Learning with Recursive Autoencoders,2015,"amrita_cen@semeval-2015, paraphrase detection, twitter, unsupervised learner, recursive autoencoders",7
{E}biquity: Paraphrase and Semantic Similarity in {T}witter using Skipgrams,2015,"ebiquity, paraphrase, pingan smart health, twitter, skipgrams",10
{RTM}-{DCU}: Predicting Semantic Similarity with Referential Translation Machines,2015,"rtm-dcu, evaluating semantic similarity, referential translation machines",15
{T}witter Paraphrase Identification with Simple Overlap Features and {SVM}s,2015,"twitter, paraphrasing task, simple overlap features, svms",40
{TKLBLIIR}: Detecting {T}witter Paraphrases with {T}weeting{J}ay,2015,"tklbliir, twitter, paraphrase, tweetingjay",4
{CDTDS}: Predicting Paraphrases in {T}witter via Support Vector Regression,2015,"cdtds, paraphrase, twitter, support vector learning",6
yi{G}ou: A Semantic Text Similarity Computing System Based on {SVM},2015,"yigou, semantic text similarity computing system, svm",4
{USAAR}-{SHEFFIELD}: Semantic Textual Similarity with Deep Regression and Machine Translation Evaluation Metrics,2015,"usaar-sheffield, semantic text similarity, deep regression, machine translation metrics",10
{T}r{WP}: Text Relatedness using Word and Phrase Relatedness,2015,"trwp, text relatedness, word relatedness, word relatedness",5
{M}ini{E}xperts: An {SVM} Approach for Measuring Semantic Textual Similarity,2015,"miniexperts, chrf++, semantic text similarity",11
{FBK}-{HLT}: A New Framework for Semantic Textual Similarity,2015,"hlt-fbk, semantic text similarity",6
{UMD}uluth-{B}lue{T}eam: {SVCSTS} - A Multilingual and Chunk Level Semantic Similarity System,2015,"umduluth-blueteam, svcsts, multilingual, chunk level semantic similarity system",9
{S}emanti{KLUE}: Semantic Textual Similarity with Maximum Weight Matching,2015,"semantiklue, semantic text similarity, maximum matching",0
{ECNU}: Using Traditional Similarity Measurements and Word Embedding for Semantic Textual Similarity Estimation,2015,"ecnu, traditional similarity measurements, word embedding, semantic textual similarity estimation",17
{UQ}e{R}esearch: Semantic Textual Similarity Quantification,2015,"uqeresearch, semantic text similarity",6
{WSL}: Sentence Similarity Using Semantic Distance Between Words,2015,"wsl, sentence similarity, semantic distance, words",8
{SOPA}: Random Forests Regression for the Semantic Textual Similarity task,2015,"sopa, isomorphic, semantic text similarity",3
{M}ath{L}ing{B}udapest: Concept Networks for Semantic Similarity,2015,"concept networks, pingan smart health",9
{DCU}: Using Distributional Semantics and Domain Adaptation for the Semantic Textual Similarity {S}em{E}val-2015 Task 2,2015,"distributional semantics, domain adaptation, semantic text similarity, semeval-2015 task 2, dcu",5
{DLS}@{CU}: Sentence Similarity from Word Alignment and Semantic Vector Composition,2015,"dls@cu, sentence similarity, text alignment, semantic vectors",97
{FCICU}: The Integration between Sense-Based Kernel and Surface-Based Methods to Measure Semantic Textual Similarity,2015,"fcicu, sense-based kernel, surface-based methods, semantic text similarity",3
{AZMAT}: Sentence Similarity Using Associative Matrices,2015,"azmat, sentence similarity, matrices",1
{N}e{R}o{S}im: A System for Measuring and Interpreting Semantic Textual Similarity,2015,"nerosim, system, measures, interpreting, semantic text similarity",27
{S}amsung: Align-and-Differentiate Approach to Semantic Textual Similarity,2015,"samsung, prosody module, semantic text similarity",21
{UBC}: Cubes for {E}nglish Semantic Textual Similarity and Supervised Approaches for Interpretable {STS},2015,"ubc, cubes, semantic text similarity, supervised approach, interpretable sts",10
{ASAP}-{II}: From the Alignment of Phrases to Textual Similarity,2015,"asap, aligning sentences, textual similarity",4
{TATO}: Leveraging on Multiple Strategies for Semantic Textual Similarity,2015,"tato, multiple strategies, semantic text similarity",3
{HITSZ}-{ICRC}: Exploiting Classification Approach for Answer Selection in Community Question Answering,2015,"hitsz-icrc, classification approach, answer choices, community question answering",31
{QCRI}: Answer Selection for Community Question Answering - Experiments for {A}rabic and {E}nglish,2015,"qcri, answer choices, community question answering, arabic, english",49
{ICRC}-{HIT}: A Deep Learning based Comment Sequence Labeling System for Answer Selection Challenge,2015,"icrc-hit, news, comment sequence labeling system, ccg",17
{JAIST}: Combining multiple features for Answer Selection in Community Question Answering,2015,"jaist, multiple features, answer choices, community question answering",57
{S}hiraz: A Proposed List Wise Approach to Answer Validation,2015,"shiraz, listwise approach, answer validation",2
Al-Bayan: A Knowledge-based System for {A}rabic Answer Selection,2015,"al-bayan, wmd, arabic community",11
{FBK}-{HLT}: An Application of Semantic Textual Similarity for Answer Selection in Community Question Answering,2015,"hlt-fbk, semantic text similarity, answer choices, community question answering",6
{ECNU}: Using Multiple Sources of {CQA}-based Information for Answers Selection and {YES}/{NO} Response Inference,2015,"ecnu, multiple sources, cqa, answer choices, yes/no response inference",8
{V}oltron: A Hybrid System For Answer Validation Based On Lexical And Distance Features,2015,"voltron, hybrid system, answer validation, lexical features, text meaning",6
{C}o{M}i{C}: Adapting a Short Answer Assessment System for Answer Selection,2015,"short answer assessment, answer choices",1
"{S}em{E}val-2015 Task 2: Semantic Textual Similarity, {E}nglish, {S}panish and Pilot on Interpretability",2015,"semeval-2015 task 2, semantic text similarity, english, spanish, pilot on interpretability",288
{E}x{B} Themis: Extensive Feature Extraction from Word Alignments for Semantic Textual Similarity,2015,"exb themis, feature extraction, text alignment, semantic text similarity",37
{S}em{E}val-2015 Task 3: Answer Selection in Community Question Answering,2015,"semeval-2014 task 3, answer choices, community question answering",0
{V}ector{SLU}: A Continuous Word Vector Approach to Answer Selection in Community Question Answering Systems,2015,"vectorslu, omissions, answer choices, transcheck system",36
{S}em{E}val-2015 Task 13: Multilingual All-Words Sense Disambiguation and Entity Linking,2015,"semeval-2015 task 13, multilingual sense disambiguation, entity linkage",145
{LIMSI}: Translations as Source of Indirect Supervision for Multilingual All-Words Sense Disambiguation and Entity Linking,2015,"limsi, translations, direct supervision, multilingual sense disambiguation, entity linkage",13
{S}em{E}val-2015 Task 14: Analysis of Clinical Text,2015,"semeval-2015 task 14, clinical text",42
{UTH}-{CCB}: The Participation of the {S}em{E}val 2015 Challenge {--} Task 14,2015,"uth-ccb, semeval 2015, task 11",17
{S}em{E}val-2015 Task 15: A {CPA} dictionary-entry-building task,2015,"semeval-2 task 15, cpa dictionary-entry-building task",8
{BLCUNLP}: Corpus Pattern Analysis for Verbs Based on Dependency Chain,2015,"blcunlp, corpus pattern analysis, verbs, dependency chain",9
{WSD}-games: a Game-Theoretic Algorithm for Unsupervised Word Sense Disambiguation,2015,"wsd, game-theoretic model, unsupervised sense disambiguation",4
{DFKI}: Multi-objective Optimization for the Joint Disambiguation of Entities and Nouns {\&} Deep Verb Sense Disambiguation,2015,"dfki, multiobjective optimization, joint disambiguation, entity, nouns, deep verb sense disambiguation",3
{EBL}-Hope: Multilingual Word Sense Disambiguation Using a Hybrid Knowledge-Based Technique,2015,"ebl, multilingual sense disambiguation, hybrid knowledge engineering",2
{VUA}-background : When to Use Background Information to Perform Word Sense Disambiguation,2015,"vua, background paper, word sense disambiguation",1
{T}eam{UFAL}: {WSD}+{EL} as Document Retrieval,2015,"teamufal, wsd, pre-train",0
{EL}92: Entity Linking Combining Open Source Annotators via Weighted Voting,2015,"el92, entity linkage, open source annotators, weighted voting",4
{UNIBA}: Combining Distributional Semantic Models and Sense Distribution for Multilingual All-Words Sense Disambiguation and Entity Linking,2015,"uniba, textes en fran\ccais, sense distribution, multilingual sense disambiguation, entity linkage",9
{SUDOKU}: Treating Word Sense Disambiguation {\&} Entitiy Linking as a Deterministic Problem - via an Unsupervised {\&} Iterative Approach,2015,"sudoku, word sense disambiguation, entity linkage, determinism, fully unsupervised, iterative",4
{T}eam{HCMUS}: Analysis of Clinical Text,2015,"teamhcmus, analysis, clinical text",2
{UTU}: Adapting Biomedical Event Extraction System to Disorder Attribute Detection,2015,"utu, biomedical event extraction system, disorder attribute detection",2
{IHS}-{RD}-{B}elarus: Identification and Normalization of Disorder Concepts in Clinical Notes,2015,"mslr2022, identity, normalizer, disorder concepts, medical notes",2
{UWM}: A Simple Baseline Method for Identifying Attributes of Disease and Disorder Mentions in Clinical Text,2015,"uwm, attribute, disease, disorder mentions, clinical text",1
{TAKELAB}: Medical Information Extraction and Linking with {MINERAL},2015,"takelab, medical relation extraction, linking, mineral",4
{TMUNSW}: Identification of Disorders and Normalization to {SNOMED}-{CT} Terminology in Unstructured Clinical Notes,2015,"tmunsw, disease, normalizer, snomed, unstructured clinical notes",3
{U}tah{POET}: Disorder Mention Identification and Context Slot Filling with Cognitive Inspiration,2015,"utahpoet, disorder identification, semantic slot, cognitive inspiration",2
{UL}isboa: Recognition and Normalization of Medical Concepts,2015,"ulisboa, recognition, normalizer, medical concept",7
ez{DI}: A Supervised {NLP} System for Clinical Narrative Analysis,2015,"ezdi, short sentences, clinical narrative",15
{CUAB}: Supervised Learning of Disorders and their Attributes using Relations,2015,"cuab, deft2014, disease, attribute, relation",1
{B}ioinformatics{UA}: Machine Learning and Rule-Based Recognition of Disorders and Clinical Attributes from Patient Notes,2015,"bioinformatics, machine-learning, cai system, disease, clinical attributes, patient notes",0
{LIST}-{LUX}: Disorder Identification from Clinical Texts,2015,"list-lux, disorder identification, clinical texts",0
{CMILLS}: Adapting Semantic Role Labeling Features to Dependency Parsing,2015,"cmills, semantic role features, dependency parses",3
{D}uluth: Word Sense Discrimination in the Service of Lexicography,2015,"duluth, word sense discrimination, lexicography",6
{S}em{E}val-2015 Task 9: {CLIPE}val Implicit Polarity of Events,2015,"incoherent speech, clipeval, implicit polarity",19
{S}em{E}val-2015 Task 10: Sentiment Analysis in {T}witter,2015,"semeval-2010 task 10, sentiment analysis, twitter",353
{UNITN}: Training Deep Convolutional Neural Network for {T}witter Sentiment Classification,2015,"unitn, deep convolutional neural network, synthesize data",174
{S}em{E}val-2015 Task 11: Sentiment Analysis of Figurative Language in {T}witter,2015,"semeval-2016 task 11, sentiment analysis, figurative language, twitter",171
"{CL}a{C}-{S}enti{P}ipe: {S}em{E}val2015 Subtasks 10 {B},{E}, and Task 11",2015,"clac-sentipipe, semeval2015, subtasks 10 b, e, task 11",23
{S}em{E}val-2015 Task 12: Aspect Based Sentiment Analysis,2015,"september 3, aspect based sentiment analysis",310
{NLANGP}: Supervised Machine Learning System for Aspect Category Classification and Opinion Target Extraction,2015,"nlangp, news ontology, aspect category detection, opinion-target extraction",52
{SHELLFBK}: An Information Retrieval-based System For Multi-Domain Sentiment Analysis,2015,"shellfbk, miss: an assistant, multi-domain sentiment",25
{DIEGOL}ab: An Approach for Message-level Sentiment Classification in {T}witter,2015,"diegolab, approach, message-level sentiment analysis, twitter",7
{S}plusplus: A Feature-Rich Two-stage Classifier for Sentiment Analysis of Tweets,2015,"splusplus, feature-rich two-stage classifier, sentiment analysis, tweet",6
"{IIIT}-{H} at {S}em{E}val 2015: {T}witter Sentiment Analysis {--} The Good, the Bad and the Neutral!",2015,"iiit-h, semeval 2015, tweetgenie",17
{CIS}-positive: A Combination of Convolutional Neural Networks and Support Vector Machines for Sentiment Analysis in {T}witter,2015,"cis-positive, combo, convolutional neural nets, support vector machine, sentiment analysis, twitter",5
{GTI}: An Unsupervised Approach for Sentiment Analysis in {T}witter,2015,"gti, fully unsupervised, sentiment analysis, twitter",14
Gradiant-Analytics: Training Polarity Shifters with {CRF}s for Message Level Polarity Detection,2015,"gradiant-analytics, training polarity shifters, crfs (conditional random fields), message level polarity detection",4
{IOA}: Improving {SVM} Based Sentiment Classification Through Post Processing,2015,"ioa, svms, extracting data, postprocessing",6
{R}ose{M}erry: A Baseline Message-level Sentiment Classification System,2015,"rosemerry, message-level sentiment analysis",6
{UDLAP}: Sentiment Analysis Using a Graph-Based Representation,2015,"udlap, sentiment analysis, graph-based presentation",8
{ECNU}: Multi-level Sentiment Analysis on {T}witter Using Traditional Linguistic Features and Word Embedding Features,2015,"ecnu, multi-way sentiment analysis, twitter, traditional linguistic features, word embedding features",19
{L}sislif: Feature Extraction and Label Weighting for Sentiment Analysis in {T}witter,2015,"lsislif, feature extraction, label weighting, sentiment analysis, twitter",37
{EL}i{RF}: A {SVM} Approach for {SA} tasks in {T}witter at {S}em{E}val-2015,2015,"elirf, chrf++, sa tasks, twitter, semeval2015",8
{W}ebis: An Ensemble for {T}witter Sentiment Detection,2015,"webis, ensemble, tweet stance detection",66
{S}entibase: Sentiment Analysis in {T}witter on a Budget,2015,"sentibase, sentiment analysis, twitter",3
"{UNIBA}: Sentiment Analysis of {E}nglish Tweets Combining Micro-blogging, Lexicon and Semantic Features",2015,"uniba, sentiment analysis, #tweets, microblog, lexicon, semantic feature",12
{IITPS}em{E}val: Sentiment Discovery from 140 Characters,2015,"itp, grounding, 140 characters",1
{S}wiss-Chocolate: Combining Flipout Regularization and Random Forests with Artificially Built Subsystems to Boost Text-Classification for Sentiment,2015,"swiss-chocolate, flipout regularization, random forest, artificially built subsystems, text-classification, sentiment",2
{INESC}-{ID}: A Regression Model for Large Scale {T}witter Sentiment Lexicon Induction,2015,"inesc, nom, large-scale twitter-specific sentiment lexicon",33
{KLUE}less: Polarity Classification and Association,2015,"klueless, coreference data, association",16
{SWASH}: A Naive {B}ayes Classifier for Tweet Sentiment Identification,2015,"swash, university of tokyo, tweet analysis",13
{SWATCS}65: Sentiment Classification Using an Ensemble of Class Projects,2015,"swatcs65, extracting data, ensemble of class projects",1
{SWATAC}: A Sentiment Analyzer using One-Vs-Rest Logistic Regression,2015,"swatac, classification, one-vs-rest logistic regression",3
{T}witter{H}awk: A Feature Bucket Based Approach to Sentiment Analysis,2015,"twitterhawk, feature bucket based approach, sentiment analysis",12
{S}e{NTU}: Sentiment Analysis of Tweets by Combining a Rule-based Classifier with Supervised Learning,2015,"sentu, sentiment analysis, tweet, rule-based system, deft2014",96
{INESC}-{ID}: Sentiment Analysis without Hand-Coded Features or Linguistic Resources using Embedding Subspaces,2015,"inesc, sentiment analysis, hand-coded features, linguistic resource, lexical subspaces",8
{W}arwick{DCS}: From Phrase-Based to Target-Specific Sentiment Recognition,2015,"warwickdcs, sentence sentiment, target-specific sentiment recognition",8
{UIR}-{PKU}: {T}witter-{O}pin{M}iner System for Sentiment Analysis in {T}witter at {S}em{E}val 2015,2015,"pku, twitter-opinminer system, sentiment analysis, twitter, semeval 2015",1
{SWAT}-{CMW}: Classification of {T}witter Emotional Polarity using a Multiple-Classifier Decision Schema and Enhanced Emotion Tagging,2015,"swat-mp, classification, twitter emotional polarity, multiple-classifier decision schema, enhanced emotion tagging",4
{LLT}-{P}oly{U}: Identifying Sentiment Intensity in Ironic Tweets,2015,"llt-polyu, sentiment strength, ironic tweets",17
{KEL}ab{T}eam: A Statistical Approach on Figurative Language Sentiment Analysis in {T}witter,2015,"kelabteam, statistical approach, english sentiment analysis, twitter",8
{LT}3: Sentiment Analysis of Figurative Tweets: piece of cake {\#}{N}ot{R}eally,2015,"lt3, sentiment analysis, figurative tweets",16
{PRHLT}: Combination of Deep Autoencoders with Classification and Regression Techniques for {S}em{E}val-2015 Task 11,2015,"prhlt, autoencoders, classification method, regression analysis, semeval-2016 task 11",1
{V}alen{T}o: Sentiment Analysis of Figurative Language Tweets with Irony and Sarcasm,2015,"valento, sentiment analysis, figurative language, tweet, irony, sarcasm",22
{CPH}: Sentiment analysis of Figurative Language on {T}witter {\#}easypeasy {\#}not,2015,"sentiment analysis, figurative language, twitter",5
{UPF}-taln: {S}em{E}val 2015 Tasks 10 and 11. Sentiment Analysis of Literal and Figurative Language in {T}witter,2015,"taln-upf, semeval-2016 task 11, sentiment analysis, literal language, figurative language, twitter",11
{D}s{U}ni{P}i: An {SVM}-based Approach for Sentiment Analysis of Figurative Language on {T}witter,2015,"dsunipi, svm-based approach, sentiment analysis, figurative language, twitter",8
{V}3: Unsupervised Aspect Based Sentiment Analysis for {S}em{E}val2015 Task 12,2015,"v1, unsupervised aspect-level sentiment, september 3",20
{LT}3: Applying Hybrid Terminology Extraction to Aspect-Based Sentiment Analysis,2015,"ngram-based smt, written reports, lt3",8
{UFRGS}: Identifying Categories and Targets in Customer Reviews,2015,"ufrgs, category, target, bitcoin",0
{SINAI}: Syntactic Approach for Aspect-Based Sentiment Analysis,2015,"sinai, syndetic approach, written reports",2
{ECNU}: Extracting Effective Features from Multiple Sequential Sentences for Target-dependent Sentiment Analysis in Reviews,2015,"ecnu, key features, non parallel sentences, target-dependent sentiment analysis, review",22
{UMD}uluth-{CS}8761-12: A Novel Machine Learning Approach for Aspect Based Sentiment Analysis,2015,"umduluth-cs8761, machine-learning, aspect based sentiment analysis",3
{E}li{X}a: A Modular and Flexible {ABSA} Platform,2015,"elixa, modular, flexible, absa platform",50
{L}sislif: {CRF} and Logistic Regression for Opinion Target Extraction and Sentiment Polarity Analysis,2015,"lsislif, crf (conditional random field), logistic regression, opinion-target extraction, overtranslations",46
{SIEL}: Aspect Based Sentiment Analysis in Reviews,2015,"siel, aspect based sentiment analysis, review",9
{S}entiue: Target and Aspect based Sentiment Analysis in {S}em{E}val-2015 Task 12,2015,"sentiue, sentiment analysis, september 3, target, aspect based",51
{TJU}de{M}: A Combination Classifier for Aspect Category Detection and Sentiment Polarity Classification,2015,"tjudem, combination classifier, aspect category detection, overtranslations",3
{S}em{E}val-2015 Task 4: {T}ime{L}ine: Cross-Document Event Ordering,2015,"semeval-2014 task 4, timeline, cross-document event",69
{SPINOZA}{\_}{VU}: An {NLP} Pipeline for Cross Document {T}ime{L}ines,2015,"spinoza_vu, nlp pipeline, cross document timelines",12
{S}em{E}val-2015 Task 5: {QA} {T}emp{E}val - Evaluating Temporal Information Understanding with Question Answering,2015,"semeval-2018 task 5, qa tempeval, performances, localising",41
{HLT}-{FBK}: a Complete Temporal Processing System for {QA} {T}emp{E}val,2015,"hlt-fbk, temporal processing system, qa tempeval",6
{S}em{E}val-2015 Task 6: Clinical {T}emp{E}val,2015,"semeval-2012 task 6, clinical tempeval",130
{B}lu{L}ab: Temporal Information Extraction for the 2015 Clinical {T}emp{E}val Challenge,2015,"blulab, temporal information extraction, 2015 clinical tempeval challenge",26
{GPLSIUA}: Combining Temporal Information and Topic Modeling for Cross-Document Event Ordering,2015,"gplsiua, performances, topic modeling, cross-document event",7
{H}eidel{T}oul: A Baseline Approach for Cross-document Event Ordering,2015,"heideltoul, cross-document event, baseline method",6
{HITSZ}-{ICRC}: An Integration Approach for {QA} {T}emp{E}val Challenge,2015,"hitsz-icrc, integrated approach, qa tempeval",0
{UFPRS}heffield: Contrasting Rule-based and Support Vector Machine Approaches to Time Expression Identification in Clinical {T}emp{E}val,2015,"ufprsheffield, disease knowledge, support vector space model, promt translation technology, clinical tempeval",5
{IXAG}roup{EHUD}iac: A Multiple Approach System towards the Diachronic Evaluation of Texts,2015,"ixagroupehudiac, multiple approaches, my term, texts",8
{USAAR}-{CHRONOS}: Crawling the Web for Temporal Annotations,2015,"usaar-chronos, web, timed annotations",4
{AMBRA}: A Ranking Approach to Temporal Text Classification,2015,"ambra, ranking approach, temporal text data",9
{IXAG}roup{EHUS}pace{E}val: ({X}-Space) A {W}ord{N}et-based approach towards the Automatic Recognition of Spatial Information following the {ISO}-Space Annotation Scheme,2015,"ixagroupehudiac, x-space, wordnet, automatic recognition, spatial cognition, isospace",4
{UTD}: Ensemble-Based Spatial Relation Extraction,2015,"utd, ensemble-based, spatial relation detection",4
"{S}em{E}val 2015, Task 7: Diachronic Text Evaluation",2015,"semeval 2015, task 6, solving",30
"{UCD} : Diachronic Text Classification with Character, Word, and Syntactic N-grams",2015,"ucd, my term, character, word, syllable n-grams",14
{S}em{E}val-2015 Task 8: {S}pace{E}val,2015,"plsi, spaceeval",40
{S}p{RL}-{CWW}: Spatial Relation Classification with Independent Multi-class Models,2015,"sprl-cww, spatial relations, domain independent model",5
{S}em{E}val-2015 Task 17: Taxonomy Extraction Evaluation ({TE}x{E}val),2015,"semeval-2015 task 17, taxonomy extraction",66
{INRIASAC}: Simple Hypernym Extraction Methods,2015,"inriasac, hypernym generation",19
{S}em{E}val 2015 Task 18: Broad-Coverage Semantic Dependency Parsing,2015,"casia_unisound team, broad-coverage semantic parsing",92
{P}eking: Building Semantic Dependency Graphs with a Hybrid Parser,2015,"peking, semantic dependency graphs, hybrid parser",23
{USAAR}-{WLV}: Hypernym Generation with Deep Neural Nets,2015,"usaar-wlv, hypernym generation, deep neural net",19
{NTNU}: An Unsupervised Knowledge Approach for Taxonomy Extraction,2015,"ntnu, unsupervised knowledge, taxonomy extraction",3
{LT}3: A Multi-modular Approach to Automatic Taxonomy Construction,2015,"lt3, multi-module, automatic taxonomy",17
{TALN}-{UPF}: Taxonomy Learning Exploiting {CRF}-Based Hypernym Extraction on Encyclopedic Definitions,2015,"taln-upf, taxonomy learning, crf-based hypernym extraction, encyclopedic term",6
{QASSIT}: A Pretopological Framework for the Automatic Construction of Lexical Taxonomies from Raw Texts,2015,"qassit, pretopological spaces, iwslt 2010 evaluation, lexical taxonomy, raw text",3
{R}iga: from {F}rame{N}et to Semantic Frames with C6.0 Rules,2015,"riga, framenet, sense-frame, c0",3
{T}urku: Semantic Dependency Parsing as a Sequence Classification,2015,"turku, phrase dependency parsing, sequence classifiers",6
{L}isbon: Evaluating {T}urbo{S}emantic{P}arser on Multiple Languages and Out-of-Domain Data,2015,"lisbon, turbosemanticparser, comparison, out-of-domain data",18
Proceedings of the Student Research Workshop,2015,student research workshop,0
The Complexity of Scrambling in {J}apanese: A {TAG} Approach,2015,"complexity, autoling, japanese, tag approach",0
Some Theoretical Considerations in Off-the-Shelf Text Analysis Software,2015,"theoretical implications, videoconferencing",4
Unsupervised Topic-Specific Domain Dependency Graphs for Aspect Identification in Sentiment Analysis,2015,"unsupervised domain, dependency graph, aspect identification, sentiment analysis",5
Unsupervised learning of agglutinated morphology using nested {P}itman-{Y}or process based morpheme induction algorithm,2015,"unsupervised learner, agglutinative features, pitman-yor processes, morpheme induction algorithm",0
Easy-read Documents as a Gold Standard for Evaluation of Text Simplification Output,2015,"easy-to-read texts, gold standard, evaluate, text simplification",11
Proceedings of the {ACL}-{IJCNLP} 2015 Student Research Workshop,2015,acl-ijcnlp 2015 student research workshop,0
Unsupervised Learning and Modeling of Knowledge and Intent for Spoken Dialogue Systems,2015,"unsupervised learner, modelling knowledge, intent, spoken dialogue systems",2
Leveraging Compounds to Improve Noun Phrase Translation from {C}hinese and {G}erman,2015,"compounds, noun-phrase, chinese, german",10
Learning Representations for Text-level Discourse Parsing,2015,"joint distant, text-level parsing",3
Transition-based Dependency {DAG} Parsing Using Dynamic Oracles,2015,"joint dependency parsing, dag parsing, dynamic-oracle",8
Disease Event Detection based on Deep Modality Analysis,2015,"disease event detection, deep modality analysis",8
Evaluation Dataset and System for {J}apanese Lexical Simplification,2015,"evaluation data, system, japanese text readability",19
Learning to Map Dependency Parses to {A}bstract {M}eaning {R}epresentations,2015,"learn, map dependency parses, abstract words",5
Proceedings of the 2015 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Student Research Workshop,2015,"2015 conference, north american chapter, retrospection, student research workshop",0
Cache-Augmented Latent Topic Language Models for Speech Retrieval,2015,"cache-augmented latent topic language models, speech retrieval",0
Reliable Lexical Simplification for Non-Native Speakers,2015,"lexical simplifier, wmt18",26
Analyzing Newspaper Crime Reports for Identification of Safe Transit Paths,2015,"newspaper crime reports, safe transit paths, identity",8
Relation extraction pattern ranking using word similarity,2015,"relation extraction, patternrank, word similarity",1
