Title,Year,Important Words,Citations,Log_Citations,Quartile,Novelty Score
Benchmarking {SMT} Performance for {F}arsi Using the {TEP}++ Corpus,2015,"smt quality, farsi, tep++ corpus, benchmarking",7.0,2.079441541679836,Q2,0.42539695613166334
Dynamic Terminology Integration Methods in Statistical Machine Translation,2015,"dynamic terminology, integration methods, lightweight models",14.0,2.70805020110221,Q3,0.5
Identifying main obstacles for statistical machine translation of morphologically rich {S}outh {S}lavic languages,2015,"lightweight models, south slavic languages",12.0,2.5649493574615367,Q3,0.5
Poor man{'}s lemmatisation for automatic error classification,2015,"lemmatisering, automatic error classification",2.0,1.0986122886681098,Q1,0.5
Truly Exploring Multiple References for Machine Translation Evaluation,2015,"museums, machine translation evaluation",12.0,2.5649493574615367,Q3,0.607919645844248
Searching for Context: a Study on Document-Level Labels for Translation Quality Estimation,2015,"context, document-level labels, translation quality",22.0,3.1354942159291497,Q4,0.9205176213274322
Stripping Adjectives: Integration Techniques for Selective Stemming in {SMT} Systems,2015,"adjectives, integration methods, selective stemming, smt system",2.0,1.0986122886681098,Q1,0.49751147207267965
Evaluating machine translation for assimilation via a gap-filling task,2015,"machine translate, assimilation, gap-filling task",10.0,2.3978952727983707,Q3,0.4314520615387586
Unsupervised training of maximum-entropy models for lexical selection in rule-based machine translation,2015,"parser self-training, linear, lexical selection, word aligner",3.0,1.3862943611198906,Q2,0.6272277581699149
Assessing linguistically aware fuzzy matching in translation memories,2015,"inforex, translation memories",15.0,2.772588722239781,Q3,0.4539462169474523
Re-assessing the {WMT}2013 Human Evaluation with Professional Translators Trainees,2015,"wmt2013 human evaluation, trainee translators",7.0,2.079441541679836,Q2,0.0
"Integrating a Large, Monolingual Corpus as Translation Memory into Statistical Machine Translation",2015,"small, corpus monolingues, volume 31, lightweight models",5.0,1.791759469228055,Q2,0.6902028083283863
Target-Side Generation of Prepositions for {SMT},2015,"target-side generation, preposition, smt (statistical machine translation)",3.0,1.3862943611198906,Q2,0.3180315209295092
Word Alignment Based Parallel Corpora Evaluation and Cleaning Using Machine Learning Techniques,2015,"text alignment, parallel corpora, evaluate, cleaning, multimodal behaviors",11.0,2.4849066497880004,Q3,0.3721573170003149
Content Translation: Computer assisted translation tool for {W}ikipedia articles,2015,"content translation, verbal cues, wikipedia titles",5.0,1.791759469228055,Q2,0.5110271914062257
Pre-reordering for Statistical Machine Translation of Non-fictional Subtitles,2015,"pre-reordering, lightweight models, non-fictional subtitles",0.0,0.0,Q1,0.5
{SMT} at the International Maritime Organization: experiences with combining in-house corpora with out-of-domain corpora,2015,"smt (statistical machine translation), international maritime organization, in-house corpus, out-of-domain corpus",2.0,1.0986122886681098,Q1,0.01474279385548431
Evaluation of the domain adaptation of {MT} systems in {ACCURAT},2015,"domain adaptation, mt system, accurat",0.0,0.0,Q1,0.7867144456410845
{M}ixed{E}motions: Social Semantic Emotion Analysis for Innovative Multilingual Big Data Analytics Markets,2015,"mixedemotions, short-answer scoring, innovative multilingual big data analytics markets",0.0,0.0,Q1,0.0
"The {ACCEPT} Academic Portal: Bringing Together Pre-editing, {MT} and Post-editing into a Learning Environment",2015,"accept academic portal, pre-editing, mt, postediting, academic environment",0.0,0.0,Q1,0.9906719626665458
{R}ussian-{C}hinese Sentence-level Aligned News Corpus,2015,"russian, chinese, temporally annotated corpora",4.0,1.6094379124341005,Q2,0.10361990979757614
{H}im{L} (Health in my Language),2015,himl (health in my language),4.0,1.6094379124341005,Q2,0.0
{MT}-enhanced fuzzy matching with Transit {NXT} and {STAR} {M}oses,2015,"mt-enhanced fuzzy matching, transit nxt, moses",2.0,1.0986122886681098,Q1,0.4286574959065521
{H}andy{CAT} - An Open-Source Platform for {CAT} Tool Research,2015,"handycat, open-source platform, cat tool research",0.0,0.0,Q1,0.5312093733737563
{T}ra{MOOC}: Translation for Massive Open Online Courses,2015,"tramooc, translate, massive open online course",1.0,0.6931471805599453,Q1,0.5394792155919197
Streamlining Translation Workflows with {S}tyle{S}corer,2015,"translation workflow, stylescorer",0.0,0.0,Q1,0.47653961459912636
{E}stonian-{E}nglish Reversible Smart Phone Dictionary of Military Terms and Relevant Vocabulary,2015,"spoken estonian, reversible smart phone dictionary, military terms, relevant vocabulary",0.0,0.0,Q1,0.0
{FALCON}: Federated Active Linguistic data {C}urati{ON},2015,"falcon, federated active linguistic data curation",0.0,0.0,Q1,0.0
Tapad{\'o}ir,2015,"the scientific entity in the title ""tapad'oir"" is ""tapad'oir"".",0.0,0.0,Q1,0.0
{O}kapi+{Q}u{E}st: Translation Quality Estimation within Okapi,2015,"okapi, quest, translation quality",1.0,0.6931471805599453,Q1,0.9036309001180777
{CRACKER}: Cracking the Language Barrier,2015,"language borders, cracking",3.0,1.3862943611198906,Q2,0.0
{LTC} {K}now{H}ow: Empowering the Social Enterprise in the Language Industry,2015,"ltc knowhow, social enterprise, language theory",0.0,0.0,Q1,
Multi-Dialect Machine Translation ({M}u{DM}at),2015,multi-target machine translation,1.0,0.6931471805599453,Q1,0.5781728776579182
{A}bu-{M}a{T}ran: Automatic building of Machine Translation,2015,"abu-matran, automated building, machine translate",1.0,0.6931471805599453,Q1,0.44777863290820913
{MNH}-{TT}: A Platform to Support Collaborative Translator Training,2015,"mnh-tt, collaborative translation, platform",1.0,0.6931471805599453,Q1,0.808778658985991
Smart Computer Aided Translation Environment - {SCATE},2015,"aided translation environment, scate",0.0,0.0,Q1,0.5
,2015,"""nan"" is not a scientific entity.",0.0,0.0,Q1,0.0
Extended Tree Transducers in Natural Language Processing,2015,"weighted tree transducers, natural language processing",0.0,0.0,Q1,0.9997133289287699
Preserving Trees in Minimal Automata,2015,"tree, minimal automata",0.0,0.0,Q1,0.40787790862795575
,2015,"""nan"" is not a scientific entity. it could potentially refer to ""nanotechnology"" or ""nanometers"", but without additional context, it's not possible to determine the exact scientific entity.",6.0,1.9459101490553128,Q2,0.0
Count-based State Merging for Probabilistic Regular Tree Grammars,2015,"count-based state merging, graph attention networks",0.0,0.0,Q1,0.0
A Direct Link between Tree-Adjoining and Context-Free Tree Grammars,2015,"tree-adjoining, context-free grammars",6.0,1.9459101490553128,Q2,0.4904369467400732
Automated Lossless Hyper-Minimization for Morphological Analyzers,2015,"automated lossless hyper-minimization, morphological analysers",0.0,0.0,Q1,
Grammar Design with Multi-tape Automata and Composition,2015,"grammar design, multi-tape automata, composition",4.0,1.6094379124341005,Q2,0.6664187870521135
Temporal Forces and Type Coercion in Strings,2015,"temporal forces, sort coercion, string",0.0,0.0,Q1,0.1901094414211202
Accounting for Allomorphy in Finite-state Transducers,2015,"allomorphy, finite state transducers",0.0,0.0,Q1,0.5044432311315403
A Probabilistic Model of {A}ncient {E}gyptian Writing,2015,"probability model, ancient egyptian writing",5.0,1.791759469228055,Q2,
A Hybrid Approach to Grapheme-Phoneme Conversion,2015,"hybrid approach, grapheme conversion",1.0,0.6931471805599453,Q1,0.48053371928269484
Three Equivalent Codes for Autosegmental Representations,2015,"code, autosegmental",4.0,1.6094379124341005,Q2,0.9597170957872171
Proceedings of the 14th International Conference on Parsing Technologies,2015,14th international conference on parsing technologies,0.0,0.0,Q1,0.0
Domain Adaptation for Dependency Parsing via Self-Training,2015,"domain adaptation, dependency parses, self training",17.0,2.8903717578961645,Q3,0.9644511890890256
Combining Active Learning and Partial Annotation for Domain Adaptation of a {J}apanese Dependency Parser,2015,"active learner, partial annotation, domain adaptation, japanese dependency parser",6.0,1.9459101490553128,Q2,0.9661142506876311
Incorporating Complementary Annotation to a {CCG}bank for Improving Derivations for {J}apanese,2015,"complementary annotation, ccgbank, derivation, japanese",0.0,0.0,Q1,0.879985002540263
Dependency Parsing with Graph Rewriting,2015,"dependency parses, graph rewriting",9.0,2.302585092994046,Q3,0.46154662282057923
Semantic Parsing for Textual Entailment,2015,"semantic parses, textual entailment",10.0,2.3978952727983707,Q3,0.09700995094349284
A Framework for Procedural Text Understanding,2015,"framework, procedural text comprehension",27.0,3.332204510175204,Q4,0.9998048722517751
Suitability of {P}ar{T}es Test Suite for Parsing Evaluation,2015,"partes test suite, parsing evaluation",2.0,1.0986122886681098,Q1,0.46013194735767377
Coordination-Aware Dependency Parsing (Preliminary Report),2015,domain-aware dependency parsing,6.0,1.9459101490553128,Q2,0.0
{MSTP}arser Model Interpolation for Multi-Source Delexicalized Transfer,2015,"mst parser, interpolated, delexicalized transfer",7.0,2.079441541679836,Q2,0.5
Non-Deterministic Oracles for Unrestricted Non-Projective Transition-Based Dependency Parsing,2015,"non-deterministic oracles, non-projective transition-based dependency parsers",24.0,3.218875824868201,Q4,0.5
Enhancing the Inside-Outside Recursive Neural Network Reranker for Dependency Parsing,2015,"inside-outside recursive neural network reranker, dependency parses",2.0,1.0986122886681098,Q1,0.4781208908078479
Maximising Spanning Subtree Scores for Parsing Tree Approximations of Semantic Dependency Digraphs,2015,"spanning subtree scores, parsing tree approximations, semantic dependency graphs",1.0,0.6931471805599453,Q1,0.5415704832167999
{CKY} Parsing with Independence Constraints,2015,"cky parsing, independence constraints",0.0,0.0,Q1,0.5104151598873646
Dependency Parsing with Compression Rules,2015,"dependency parses, compression rules",19.0,2.995732273553991,Q3,0.48906044540392396
Stacking or Supertagging for Dependency Parsing {--} What{'}s the Difference?,2015,"stacking, supertag, dependency parses",6.0,1.9459101490553128,Q2,0.5079456350327026
Proceedings of the Third International Conference on Dependency Linguistics (Depling 2015),2015,"third international conference on dependency linguistics, depling 2015",0.0,0.0,Q1,0.0
Invited Talk: The Case for {U}niversal {D}ependencies,2015,"invited talk, global dependencies",0.0,0.0,Q1,0.44232160005696075
Invited Talk: Lexicon Embedded Syntax,2015,"lexicon, embedded syntax",0.0,0.0,Q1,0.480893293013802
Converting an {E}nglish-{S}wedish Parallel Treebank to {U}niversal {D}ependencies,2015,"swedish treebank, global dependencies",12.0,2.5649493574615367,Q3,0.0
Targeted Paraphrasing on Deep Syntactic Layer for {MT} Evaluation,2015,"targeted paraphrasing, deep syntactic, mt evaluation",0.0,0.0,Q1,0.4307769627808193
Universal and Language-specific Dependency Relations for Analysing {R}omanian,2015,"global dependencies, reliability, romanian",2.0,1.0986122886681098,Q1,0.6352154430144866
Emotion and Inner State Adverbials in {R}ussian,2015,"emotion, inner state adverbials, russian",0.0,0.0,Q1,0.9641221515923837
Towards a multi-layered dependency annotation of {F}innish,2015,"multi-layered dependency annotation, finnish",1.0,0.6931471805599453,Q1,0.8386306357869721
A {B}ayesian Model for Generative Transition-based Dependency Parsing,2015,"bayesian, generative transition-based dependency parsing",8.0,2.19722457733622,Q3,0.24024975733730097
On the relation between verb full valency and synonymy,2015,"verb full valency, synonymy",2.0,1.0986122886681098,Q1,0.49185276192560673
Classifying Syntactic Categories in the {C}hinese Dependency Network,2015,"french text, chinese dependency network",1.0,0.6931471805599453,Q1,
Using Parallel Texts and Lexicons for Verbal Word Sense Disambiguation,2015,"parallel text, lexicons, xiaoice",10.0,2.3978952727983707,Q3,0.6462173311144065
Quantifying Word Order Freedom in Dependency Corpora,2015,"word order freedom, dependency corpus",37.0,3.6375861597263857,Q4,0.5
Non-constituent coordination and other coordinative constructions as Dependency Graphs,2015,"constituent coordination, coordinative constructions, dependency graph",13.0,2.6390573296152584,Q3,0.5049314978716133
The Dependency Status of Function Words: Auxiliaries,2015,"dependency status, functionwords, auxiliaries",6.0,1.9459101490553128,Q2,0.48350292423363495
Diachronic Trends in Word Order Freedom and Dependency Length in Dependency-Annotated Corpora of {L}atin and {A}ncient {G}reek,2015,"social change, word order freedom, dependency length, dependency annotated corpora, latin, greek",20.0,3.044522437723423,Q4,0.6987593293287341
